price,discount_percent,inventory_level,rating,review_count,product_id,product_category,customer_region,payment_method,day,month,year,day_of_week,week_of_year,is_weekend,actual_quantity_sold,original_price,static_revenue,rule_price,rule_predicted_quantity,rule_revenue,ml_price,ml_predicted_demand,ml_revenue
442.32,20,75,2.7,82,2005,2,0,0,2,8,2022,1,31,0,4,442.32,1769.28,442.32,4,1769.28,486.552,3.1201916,1518.1354507598878
135.79,20,103,1.5,92,1601,3,2,0,1,3,2023,2,9,0,5,135.79,678.9499999999999,122.211,5,611.055,149.369,3.070416,458.6249635701179
349.0,20,84,4.3,233,880,3,3,0,29,9,2023,4,39,0,1,349.0,349.0,349.0,1,349.0,383.90000000000003,3.0087378,1155.054442381859
426.62,5,72,1.2,135,3085,5,1,3,18,1,2022,1,3,0,3,426.62,1279.8600000000001,426.62,3,1279.8600000000001,469.28200000000004,3.0519085,1432.2057214317324
100.41,10,137,3.9,332,2419,3,3,1,5,8,2023,5,31,1,4,100.41,401.64,90.369,4,361.476,110.45100000000001,2.9328725,323.938704230547
255.38,10,96,3.9,485,1380,2,3,0,12,11,2023,6,45,1,3,255.38,766.14,255.38,3,766.14,280.918,2.927402,822.3599205141068
303.21,10,114,4.4,120,2956,2,1,0,14,5,2023,6,19,1,4,303.21,1212.84,272.889,4,1091.556,333.531,2.7383287,913.3175080711842
64.84,30,56,2.5,200,939,2,3,2,26,10,2023,3,43,0,5,64.84,324.20000000000005,64.84,5,324.20000000000005,71.32400000000001,3.086081,220.11164323997502
124.3,15,123,4.3,235,1796,5,1,0,12,9,2022,0,37,0,5,124.3,621.5,111.87,5,559.35,136.73000000000002,3.0727272,420.13399051666266
152.36,30,19,2.9,209,3550,1,0,4,17,9,2022,5,37,1,1,152.36,152.36,167.59600000000003,1,167.59600000000003,167.59600000000003,2.7696507,464.18237833309183
77.94,0,57,2.6,499,688,0,2,4,4,2,2023,5,5,1,2,77.94,155.88,77.94,2,155.88,85.73400000000001,2.8317904,242.78072220325473
183.59,10,82,2.9,178,2058,5,3,1,9,6,2023,4,23,0,4,183.59,734.36,183.59,4,734.36,201.949,3.0840244,622.8156494770051
84.32,30,147,2.0,491,3215,1,2,2,13,1,2022,3,2,0,3,84.32,252.95999999999998,75.88799999999999,3,227.664,92.752,2.7611468,256.10188649368285
416.45,20,76,3.1,442,278,4,0,0,20,11,2023,0,47,0,2,416.45,832.9,416.45,2,832.9,458.095,2.7560935,1262.5526528191567
66.19,15,44,3.3,410,1148,0,1,1,6,11,2022,6,44,1,5,66.19,330.95,66.19,5,330.95,72.809,3.0005271,218.46538078951835
201.74,30,19,4.4,141,3703,3,1,2,13,1,2023,4,2,0,1,201.74,201.74,221.91400000000002,1,221.91400000000002,221.91400000000002,3.052068,677.2966170582772
59.19,0,89,1.1,428,3590,3,3,1,26,4,2023,2,17,0,5,59.19,295.95,59.19,5,295.95,65.10900000000001,2.8346136,184.55885438418392
424.02,30,115,1.5,464,1920,4,0,0,18,7,2023,1,29,0,5,424.02,2120.1,381.618,5,1908.09,466.422,3.0893273,1440.9302344121934
148.14,30,130,4.2,136,3824,1,2,0,1,5,2023,0,18,0,3,148.14,444.41999999999996,133.326,3,399.97799999999995,162.954,2.9962428,488.24974297571185
34.85,30,141,1.7,382,1222,5,2,3,27,5,2022,4,21,0,4,34.85,139.4,31.365000000000002,4,125.46000000000001,38.33500000000001,2.9398398,112.69876026391985
493.23,10,48,2.7,319,2323,3,2,3,4,9,2023,0,36,0,5,493.23,2466.15,493.23,5,2466.15,493.23,3.0678747,1513.1678234982492
11.61,15,126,2.5,217,3138,4,0,1,24,10,2023,1,43,0,3,11.61,34.83,10.449,3,31.347,12.771,3.1214223,39.86368407583237
264.48,15,136,1.6,217,1380,1,2,4,13,4,2022,2,15,0,1,264.48,264.48,238.032,1,238.032,290.92800000000005,2.988494,869.4365589752199
58.85,5,54,3.1,437,1717,1,0,2,30,8,2023,2,35,0,1,58.85,58.85,58.85,1,58.85,64.73500000000001,2.9248424,189.339670021534
402.62,10,129,1.4,312,94,0,1,1,1,1,2022,5,52,1,3,402.62,1207.8600000000001,362.358,3,1087.074,442.88200000000006,3.1196735,1381.6472348303796
432.68,20,95,2.5,210,2164,5,2,2,13,5,2022,4,19,0,3,432.68,1298.04,432.68,3,1298.04,475.94800000000004,2.989578,1422.8836740617753
181.37,5,147,3.4,39,2541,1,2,3,3,1,2023,1,1,0,5,181.37,906.85,163.233,5,816.165,199.50700000000003,3.031826,604.8705136299134
178.78,20,44,1.1,373,1785,3,2,4,7,1,2023,5,1,1,2,178.78,357.56,178.78,2,357.56,196.65800000000002,3.4410076,676.7016753807069
34.31,0,136,2.5,86,330,3,2,3,27,7,2022,2,30,0,4,34.31,137.24,30.879,4,123.516,37.74100000000001,2.857288,107.83690202093126
387.84,20,77,1.2,137,2,1,0,3,23,8,2022,1,34,0,5,387.84,1939.1999999999998,387.84,5,1939.1999999999998,426.624,3.1499279,1343.8348210144043
434.77,15,138,3.5,100,1366,5,3,2,30,9,2022,4,39,0,2,434.77,869.54,391.293,2,782.586,478.247,2.9387379,1405.4425697612762
291.76,20,134,3.5,197,2028,2,2,4,19,10,2023,3,42,0,3,291.76,875.28,262.584,3,787.752,320.93600000000004,2.9664187,952.0305657463075
497.45,30,105,3.3,65,680,3,3,1,13,5,2022,4,19,0,3,497.45,1492.35,447.705,3,1343.115,547.195,3.381109,1850.125938845873
357.27,15,140,3.4,354,1626,1,2,0,18,6,2023,6,24,1,5,357.27,1786.35,321.543,5,1607.7150000000001,392.997,3.0148811,1184.8392410316467
155.6,10,44,2.4,53,3058,2,2,1,14,4,2022,3,15,0,4,155.6,622.4,155.6,4,622.4,171.16,2.9856377,511.0217427062988
466.51,10,128,3.6,231,3426,0,2,0,20,6,2023,1,25,0,4,466.51,1866.04,419.859,4,1679.436,489.8355,2.8961089,1418.6169343031645
378.83,5,141,4.8,101,3492,0,0,3,7,11,2022,0,45,0,3,378.83,1136.49,340.947,3,1022.841,416.713,2.9106412,1212.9020236210824
61.0,30,80,4.2,20,3306,3,3,3,5,10,2023,3,40,0,3,61.0,183.0,61.0,3,183.0,67.10000000000001,3.0284438,203.20857987403872
212.39,0,12,3.8,280,2917,1,1,2,16,6,2022,3,24,0,1,212.39,212.39,233.629,1,233.629,233.629,2.802678,654.7868837442397
142.28,30,146,3.2,246,3356,4,2,2,1,5,2023,0,18,0,5,142.28,711.4,128.052,5,640.26,156.508,2.9878895,467.6286142911911
116.32,10,27,3.4,459,2678,2,1,1,5,7,2023,2,27,0,5,116.32,581.5999999999999,116.32,5,581.5999999999999,127.952,2.9237165,374.09537937927246
181.14,5,114,1.9,222,3886,4,2,4,23,2,2023,3,8,0,4,181.14,724.56,163.02599999999998,4,652.1039999999999,199.254,2.9449792,586.7988836889267
145.2,0,29,5.0,494,3885,0,0,0,25,6,2022,5,25,1,1,145.2,145.2,145.2,1,145.2,159.72,2.7847078,444.77352736473085
459.96,20,115,3.2,248,3219,1,0,1,26,4,2023,2,17,0,2,459.96,919.92,413.964,2,827.928,482.958,3.145893,1519.3342383041384
209.19,5,40,4.1,474,3617,3,1,1,21,1,2022,4,3,0,5,209.19,1045.95,209.19,5,1045.95,230.109,3.0137727,693.4962282207013
289.74,5,78,3.5,366,3850,2,0,3,9,11,2023,3,45,0,1,289.74,289.74,289.74,1,289.74,318.71400000000006,2.9892035,952.7009893398287
322.25,5,98,3.4,358,2872,0,1,3,30,11,2023,3,48,0,5,322.25,1611.25,322.25,5,1611.25,354.475,3.1189454,1105.5881565511227
294.97,30,25,2.8,8,724,1,3,3,22,2,2023,2,8,0,5,294.97,1474.8500000000001,294.97,5,1474.8500000000001,324.46700000000004,3.0018272,973.9938790779115
477.26,0,14,2.4,242,2500,0,0,2,26,7,2022,1,30,0,4,477.26,1909.04,524.986,4,2099.944,477.26,2.7216663,1298.9424755477905
417.65,15,47,1.5,277,2860,5,0,4,23,9,2023,5,38,1,5,417.65,2088.25,417.65,5,2088.25,459.415,3.290046,1511.4964723575115
419.17,0,85,1.7,238,192,0,1,2,12,3,2022,5,10,1,3,419.17,1257.51,419.17,3,1257.51,461.08700000000005,3.0798645,1420.0854836120607
8.7,15,147,1.0,272,632,2,1,1,31,10,2022,0,44,0,4,8.7,34.8,7.829999999999999,4,31.319999999999997,9.57,2.457045,23.513921399116516
431.19,20,97,2.5,411,3694,1,3,1,22,3,2022,1,12,0,1,431.19,431.19,431.19,1,431.19,474.309,2.9982445,1422.0943619349005
244.37,0,128,1.8,430,1989,3,3,1,24,1,2023,1,4,0,1,244.37,244.37,219.93300000000002,1,219.93300000000002,268.807,2.9982476,805.9499489150048
151.39,10,44,1.6,359,1377,2,2,0,16,4,2022,5,15,1,4,151.39,605.56,151.39,4,605.56,166.529,3.0834725,513.4875903389453
28.68,10,12,3.9,229,509,4,2,4,28,4,2023,4,17,0,2,28.68,57.36,31.548000000000002,2,63.096000000000004,31.548000000000002,2.8843985,90.99700262832643
12.3,15,48,2.8,106,3176,0,3,0,26,8,2023,5,34,1,4,12.3,49.2,12.3,4,49.2,13.530000000000001,3.0548985,41.3327767109871
242.06,10,44,2.5,49,819,0,0,2,21,11,2023,1,47,0,4,242.06,968.24,242.06,4,968.24,266.266,3.0010872,799.0874813919067
68.33,0,57,3.0,361,3766,3,1,1,20,11,2023,0,47,0,3,68.33,204.99,68.33,3,204.99,75.16300000000001,2.954408,222.06216327071192
169.39,0,64,4.6,41,2407,4,2,4,3,8,2022,2,31,0,3,169.39,508.16999999999996,169.39,3,508.16999999999996,186.329,2.675873,498.5927478849888
96.6,20,31,2.6,150,652,0,1,0,20,9,2022,1,38,0,5,96.6,483.0,96.6,5,483.0,106.26,3.053965,324.5143306446076
298.2,15,141,3.2,436,2412,5,1,3,5,7,2023,2,27,0,5,298.2,1491.0,268.38,5,1341.9,328.02000000000004,3.1335363,1027.8625898551943
44.22,10,144,2.7,79,3273,5,3,0,25,3,2023,5,12,1,4,44.22,176.88,39.798,4,159.192,48.642,3.0281312,147.29436009550096
194.7,10,64,4.7,234,3005,3,1,3,11,4,2022,0,15,0,3,194.7,584.0999999999999,194.7,3,584.0999999999999,214.17000000000002,2.8879027,618.5021291112901
99.36,5,73,2.5,67,3291,1,2,4,25,11,2023,5,47,1,4,99.36,397.44,99.36,4,397.44,109.296,3.1132839,340.26947414016723
481.51,0,100,4.4,58,964,0,3,0,12,5,2022,3,19,0,1,481.51,481.51,481.51,1,481.51,529.6610000000001,3.203245,1696.633909979582
242.71,30,89,1.2,484,2613,4,1,0,12,5,2022,3,19,0,5,242.71,1213.55,242.71,5,1213.55,266.98100000000005,3.2202587,859.7478913936617
487.36,15,107,4.7,298,3358,4,0,4,22,8,2022,0,34,0,2,487.36,974.72,438.624,2,877.248,536.096,2.744187,1471.1477364730836
497.63,15,32,1.6,76,2144,1,1,3,5,4,2022,1,14,0,4,497.63,1990.52,497.63,4,1990.52,547.393,3.072695,1681.9717433645726
476.93,0,116,2.2,134,1661,5,3,4,24,8,2022,2,34,0,4,476.93,1907.72,429.237,4,1716.948,524.623,2.696921,1414.8668435719014
46.24,20,55,4.8,18,3107,1,1,3,11,12,2023,0,50,0,5,46.24,231.20000000000002,46.24,5,231.20000000000002,50.864000000000004,3.1828294,161.89143358612063
326.17,0,32,3.7,98,2274,3,2,1,14,12,2022,2,50,0,5,326.17,1630.8500000000001,326.17,5,1630.8500000000001,358.78700000000003,2.939989,1054.8298656215668
88.08,30,74,1.7,313,2087,0,0,3,24,4,2023,0,17,0,4,88.08,352.32,88.08,4,352.32,96.888,3.0772066,298.1443941879273
116.0,5,67,2.5,295,3492,1,1,4,31,12,2022,5,52,1,2,116.0,232.0,116.0,2,232.0,127.60000000000001,2.6440353,337.37890930175786
214.02,30,15,4.1,404,2418,0,1,4,23,5,2023,1,21,0,3,214.02,642.0600000000001,235.42200000000003,3,706.2660000000001,235.42200000000003,2.9267738,689.02693837595
35.48,5,70,1.8,347,3344,1,3,1,8,3,2022,1,10,0,4,35.48,141.92,35.48,4,141.92,39.028,3.1168158,121.64308725452423
248.72,15,93,2.0,136,3001,5,1,3,30,7,2023,6,30,1,1,248.72,248.72,248.72,1,248.72,273.59200000000004,2.9281235,801.1111575317384
233.57,30,109,1.6,489,2770,1,2,3,9,5,2023,1,19,0,5,233.57,1167.85,210.213,5,1051.065,256.927,3.169859,814.4223459491731
387.15,0,143,3.3,48,577,4,3,4,11,9,2023,0,37,0,5,387.15,1935.75,348.435,5,1742.175,425.865,3.297253,1404.1846034681798
49.82,5,79,3.2,274,2199,4,2,3,1,9,2023,4,35,0,3,49.82,149.46,49.82,3,149.46,54.80200000000001,3.0913906,169.41438819503787
116.74,30,117,3.9,120,3917,3,1,1,17,1,2023,1,3,0,1,116.74,116.74,105.066,1,105.066,128.41400000000002,3.5494573,455.8000112156869
470.89,20,19,2.7,455,374,2,3,1,28,2,2023,1,9,0,2,470.89,941.78,517.979,2,1035.958,494.4345,2.8588123,1413.4954460420608
226.19,15,43,1.7,166,406,1,1,3,5,8,2022,4,31,0,2,226.19,452.38,226.19,2,452.38,248.80900000000003,3.0361683,755.4260077278615
224.99,10,114,4.2,36,2434,2,1,1,5,8,2022,4,31,0,2,224.99,449.98,202.491,2,404.982,247.48900000000003,2.842168,703.4053391010763
95.88,15,58,4.8,389,2013,5,1,2,15,6,2023,3,24,0,4,95.88,383.52,95.88,4,383.52,105.468,2.891991,305.0124962453842
191.01,15,29,1.7,469,1276,5,1,3,7,9,2023,3,36,0,2,191.01,382.02,191.01,2,382.02,210.11100000000002,3.0975494,650.829210067749
60.57,0,35,2.0,300,2961,4,2,1,23,1,2022,6,3,1,4,60.57,242.28,60.57,4,242.28,66.62700000000001,3.246681,216.31661331868176
430.46,20,126,1.9,110,2597,5,2,4,25,11,2023,5,47,1,2,430.46,860.92,387.414,2,774.828,473.50600000000003,3.2907574,1558.1933818154337
445.76,15,110,4.1,256,2818,3,0,3,26,9,2023,1,39,0,4,445.76,1783.04,401.184,4,1604.736,490.336,3.0122695,1477.0241760406495
219.49,5,124,3.9,56,1109,0,0,1,14,6,2023,2,24,0,1,219.49,219.49,197.54100000000003,1,197.54100000000003,241.43900000000002,3.0463169,735.4996968700887
276.73,30,107,4.0,238,3243,0,3,0,14,9,2022,2,37,0,3,276.73,830.19,249.05700000000002,3,747.171,304.403,3.0915782,941.0856925623417
271.07,0,107,2.8,205,3045,3,3,1,20,2,2022,6,7,1,4,271.07,1084.28,243.963,4,975.852,298.177,2.9097133,867.6095731959343
363.09,30,63,1.9,465,677,0,1,3,12,4,2022,1,15,0,4,363.09,1452.36,363.09,4,1452.36,399.399,2.8315334,1130.9116212100982
267.9,10,80,4.9,69,2160,3,2,2,12,7,2023,2,28,0,3,267.9,803.6999999999999,267.9,3,803.6999999999999,294.69,3.012382,887.7188605642318
223.8,10,87,4.7,122,3803,4,3,2,5,10,2023,3,40,0,5,223.8,1119.0,223.8,5,1119.0,246.18000000000004,3.0013924,738.882772293091
413.03,20,60,2.6,297,1800,3,0,0,16,8,2022,1,33,0,5,413.03,2065.1499999999996,413.03,5,2065.1499999999996,454.333,2.9620295,1345.7477293291092
125.37,30,118,2.6,405,1295,5,0,0,4,11,2022,4,44,0,2,125.37,250.74,112.83300000000001,2,225.66600000000003,137.907,3.09964,427.4620386657715
297.69,0,141,3.2,159,2370,5,3,4,25,9,2022,6,38,1,4,297.69,1190.76,267.921,4,1071.684,327.459,2.9200654,956.2016967959404
327.96,20,110,4.1,337,3287,1,1,0,29,5,2022,6,21,1,5,327.96,1639.8,295.164,5,1475.82,360.75600000000003,3.0024428,1083.1492680187225
244.39,15,78,1.7,479,1920,5,1,2,24,5,2022,1,21,0,4,244.39,977.56,244.39,4,977.56,268.829,3.023294,812.7490952029228
263.72,20,45,1.3,4,3646,4,0,0,27,5,2022,4,21,0,4,263.72,1054.88,263.72,4,1054.88,290.09200000000004,3.4985447,1014.8998270797731
464.93,10,133,1.8,196,3646,2,1,4,21,8,2023,0,34,0,5,464.93,2324.65,418.437,5,2092.185,488.17650000000003,2.841274,1387.0432081164122
440.6,5,27,3.3,187,3429,0,1,0,7,6,2022,1,23,0,4,440.6,1762.4,440.6,4,1762.4,484.6600000000001,2.948465,1429.0030996656421
78.91,20,19,3.8,443,1782,4,2,3,19,7,2023,2,29,0,3,78.91,236.73,86.801,3,260.403,86.801,2.8167498,244.49670035958292
78.52,0,116,4.9,144,2297,5,0,1,13,3,2022,6,10,1,2,78.52,157.04,70.66799999999999,2,141.33599999999998,86.372,2.9196336,252.17459562587737
287.13,30,73,3.9,293,2136,5,3,2,21,3,2023,1,12,0,4,287.13,1148.52,287.13,4,1148.52,315.843,2.9552095,933.3822320988179
324.37,20,76,2.7,449,2000,3,1,4,30,9,2022,4,39,0,5,324.37,1621.85,324.37,5,1621.85,356.807,3.0666192,1094.1911818339825
272.57,20,109,4.1,177,1806,3,3,0,13,5,2022,4,19,0,2,272.57,545.14,245.313,2,490.626,299.827,2.9899263,896.4606442022324
46.06,10,148,4.7,304,2068,1,1,3,5,2,2022,5,5,1,1,46.06,46.06,41.454,1,41.454,50.666000000000004,3.1815197,161.19487949037554
300.84,30,11,3.5,323,1509,5,3,0,24,5,2023,2,21,0,5,300.84,1504.1999999999998,330.924,5,1654.62,330.924,3.0940492,1023.8951425294875
55.83,15,72,3.3,350,3251,2,3,0,19,10,2022,2,42,0,4,55.83,223.32,55.83,4,223.32,61.413000000000004,3.1647563,194.35717853307725
75.1,15,101,3.7,12,2021,2,0,4,24,5,2022,1,21,0,1,75.1,75.1,67.59,1,67.59,82.61,2.9443612,243.23367954730986
211.12,20,43,2.3,379,2838,3,3,2,17,5,2022,1,20,0,2,211.12,422.24,211.12,2,422.24,232.23200000000003,2.9724884,690.3069268798829
457.91,15,135,4.1,234,2379,0,0,3,22,11,2022,1,47,0,5,457.91,2289.55,412.119,5,2060.5950000000003,480.80550000000005,2.8835874,1386.4446626021863
394.76,5,55,3.3,2,1815,0,1,0,28,12,2023,3,52,0,2,394.76,789.52,394.76,2,789.52,434.23600000000005,3.0207472,1311.7171745185854
211.26,5,116,1.3,11,447,1,2,3,3,9,2022,5,35,1,4,211.26,845.04,190.134,4,760.536,232.386,3.178619,738.6665335378647
264.98,10,146,3.7,254,580,2,0,2,27,12,2022,1,52,0,5,264.98,1324.9,238.48200000000003,5,1192.41,291.47800000000007,2.797937,815.5370565042498
25.86,20,104,4.4,433,2400,0,3,0,31,7,2023,0,31,0,3,25.86,77.58,23.274,3,69.822,28.446,2.8957462,82.37239728927612
44.36,30,149,1.7,315,2533,2,1,0,22,8,2022,0,34,0,4,44.36,177.44,39.924,4,159.696,48.79600000000001,2.7862232,135.95654595661165
126.85,5,46,3.1,357,996,5,0,3,9,3,2022,2,10,0,3,126.85,380.54999999999995,126.85,3,380.54999999999995,139.535,3.0478835,425.2864256501198
119.14,5,133,3.2,395,2866,0,2,0,28,8,2023,0,35,0,3,119.14,357.42,107.226,3,321.678,131.054,2.9672422,388.8689646396637
61.04,0,45,3.2,81,2117,3,3,4,19,3,2023,6,11,1,5,61.04,305.2,61.04,5,305.2,67.144,3.0985596,208.04968699073794
177.53,20,102,4.1,244,1381,0,2,2,1,4,2022,4,13,0,5,177.53,887.65,159.77700000000002,5,798.8850000000001,195.28300000000002,3.0462275,594.8764361219406
223.92,30,137,1.3,431,944,3,0,3,21,3,2022,0,12,0,2,223.92,447.84,201.528,2,403.056,246.312,2.9255843,720.606524105072
88.3,10,110,1.4,195,163,4,3,4,26,8,2022,4,34,0,2,88.3,176.6,79.47,2,158.94,97.13000000000001,2.900468,281.7224676251412
148.27,15,20,2.0,323,1093,4,0,2,6,12,2022,1,49,0,5,148.27,741.35,148.27,5,741.35,163.09700000000004,3.1710815,517.1938864135743
34.16,15,100,2.9,24,1061,3,0,4,10,8,2022,2,32,0,2,34.16,68.32,34.16,2,68.32,37.576,2.9383771,110.41245948600769
448.06,15,50,2.2,380,3361,2,3,1,23,10,2023,0,43,0,1,448.06,448.06,448.06,1,448.06,492.86600000000004,2.7322326,1346.6245381650926
50.43,20,63,1.2,56,2783,0,3,2,11,2,2023,5,6,1,2,50.43,100.86,50.43,2,100.86,55.473000000000006,3.3236096,184.37059481549264
435.61,30,31,4.1,206,3293,0,0,0,23,3,2022,2,12,0,1,435.61,435.61,435.61,1,435.61,479.17100000000005,2.9908512,1433.129143039942
363.46,20,60,3.6,188,1765,5,0,4,28,7,2022,3,30,0,4,363.46,1453.84,363.46,4,1453.84,399.806,3.0319605,1212.1959946117402
265.97,20,137,1.6,144,78,5,2,4,18,11,2023,5,46,1,4,265.97,1063.88,239.37300000000002,4,957.4920000000001,292.56700000000006,2.9366207,859.1583119297029
480.68,0,106,1.3,305,1862,4,2,0,13,2,2022,6,6,1,4,480.68,1922.72,432.612,4,1730.448,528.748,3.014753,1594.0446738405228
109.69,30,34,2.8,495,2514,4,2,4,25,8,2023,4,34,0,2,109.69,219.38,109.69,2,219.38,120.659,2.814194,339.557829502821
254.64,0,80,4.4,289,2089,5,3,4,25,9,2022,6,38,1,3,254.64,763.92,254.64,3,763.92,280.104,2.9009287,812.5617425937652
175.68,0,119,2.3,367,3906,5,2,4,12,6,2022,6,23,1,3,175.68,527.04,158.11200000000002,3,474.33600000000007,193.24800000000002,2.890863,558.6534817657471
427.88,0,98,2.1,240,1308,0,3,2,3,7,2022,6,26,1,1,427.88,427.88,427.88,1,427.88,470.668,3.213551,1512.5156429958345
154.54,30,142,4.8,324,2206,2,3,3,30,10,2023,0,44,0,2,154.54,309.08,139.08599999999998,2,278.17199999999997,169.994,2.6863575,456.66465654373167
108.63,15,95,1.7,123,2865,2,0,0,27,4,2023,3,17,0,2,108.63,217.26,108.63,2,217.26,119.49300000000001,2.944548,351.85286121296883
19.8,0,69,1.6,198,181,2,0,1,13,12,2023,2,50,0,3,19.8,59.400000000000006,19.8,3,59.400000000000006,21.78,2.7809575,60.56925348758698
261.05,5,55,1.8,320,2886,5,3,4,21,5,2022,5,20,1,1,261.05,261.05,261.05,1,261.05,287.15500000000003,3.0553577,877.3612388002873
189.64,20,27,1.9,471,3304,3,1,0,11,9,2022,6,36,1,5,189.64,948.1999999999999,189.64,5,948.1999999999999,208.604,3.111622,649.096815527916
89.3,5,32,2.4,264,893,1,2,4,31,7,2023,0,31,0,2,89.3,178.6,89.3,2,178.6,98.23,2.8998375,284.85103702545166
213.35,0,66,1.9,295,1128,4,1,0,14,3,2023,1,11,0,4,213.35,853.4,213.35,4,853.4,234.685,2.9437964,690.8648572552204
403.31,30,79,2.9,417,579,0,3,3,9,12,2023,5,49,1,2,403.31,806.62,403.31,2,806.62,443.641,3.0468967,1351.7282971503735
439.79,10,141,3.5,356,241,3,3,1,21,6,2022,1,25,0,3,439.79,1319.3700000000001,395.81100000000004,3,1187.433,483.76900000000006,3.142351,1520.1719583928586
14.27,0,93,4.9,107,512,0,3,3,28,12,2022,2,52,0,5,14.27,71.35,14.27,5,71.35,15.697000000000001,2.7224274,42.73394239807129
428.92,10,72,4.4,434,1897,2,2,4,28,12,2023,3,52,0,2,428.92,857.84,428.92,2,857.84,471.81200000000007,3.0610023,1444.2175956935885
110.97,10,136,2.3,211,3361,2,2,2,12,12,2023,1,50,0,3,110.97,332.90999999999997,99.873,3,299.619,122.06700000000001,2.9507189,360.18540148830414
88.0,5,94,3.4,430,3825,3,2,4,7,2,2022,0,6,0,2,88.0,176.0,88.0,2,176.0,96.80000000000001,2.9590902,286.43993453979493
244.34,30,94,4.4,174,3764,0,3,0,14,9,2022,2,37,0,4,244.34,977.36,244.34,4,977.36,268.774,2.9858444,802.5173356976509
244.8,0,26,1.8,455,3175,0,3,3,23,10,2022,6,42,1,2,244.8,489.6,244.8,2,489.6,269.28000000000003,2.8458974,766.3432616043092
154.5,0,126,4.4,165,3609,2,3,2,6,9,2023,2,36,0,1,154.5,154.5,139.05,1,139.05,169.95000000000002,3.0448382,517.4702504038811
205.81,15,136,1.3,498,3499,1,0,1,21,1,2022,4,3,0,2,205.81,411.62,185.229,2,370.458,226.39100000000002,3.0119214,681.8718989787102
190.22,0,93,1.4,105,2006,4,0,2,18,8,2023,4,33,0,5,190.22,951.1,190.22,5,951.1,209.24200000000002,3.0579169,639.8446437325479
400.9,15,23,1.9,16,655,2,3,0,15,7,2023,5,28,1,3,400.9,1202.6999999999998,400.9,3,1202.6999999999998,440.99,3.1071036,1370.2016104769707
11.93,30,35,3.3,396,1629,5,0,1,20,11,2023,0,47,0,4,11.93,47.72,11.93,4,47.72,13.123000000000001,2.9006116,38.064726538896565
481.25,20,54,2.7,428,3994,2,1,4,18,10,2023,2,42,0,2,481.25,962.5,481.25,2,962.5,529.375,2.4999735,1323.4234903752804
181.82,20,69,1.5,288,1909,0,3,4,8,2,2022,1,6,0,2,181.82,363.64,181.82,2,363.64,200.002,3.036578,607.3216611533165
266.23,20,13,2.1,169,734,1,1,1,25,10,2023,2,43,0,3,266.23,798.69,292.85300000000007,3,878.5590000000002,292.85300000000007,2.8996584,849.173673581362
471.51,30,134,2.4,168,1427,0,3,1,6,1,2022,3,1,0,4,471.51,1886.04,424.359,4,1697.436,518.6610000000001,3.1924627,1655.8058874843123
60.85,15,37,4.5,104,1524,2,3,2,3,4,2023,0,14,0,1,60.85,60.85,60.85,1,60.85,66.935,2.9679797,198.66171918272974
443.17,10,79,1.6,476,2789,4,1,1,23,10,2023,0,43,0,1,443.17,443.17,443.17,1,443.17,465.3285,3.1924164,1485.5223485237361
103.3,5,87,1.5,118,307,4,3,1,12,1,2023,3,2,0,4,103.3,413.2,103.3,4,413.2,113.63000000000001,3.0809972,350.0937150883675
126.24,20,23,3.2,256,3556,5,3,3,13,5,2023,5,19,1,1,126.24,126.24,126.24,1,126.24,138.864,2.863361,397.61774549102785
440.36,20,62,2.0,34,1502,5,2,0,15,7,2023,5,28,1,5,440.36,2201.8,440.36,5,2201.8,484.3960000000001,3.080756,1492.305858681679
386.35,15,116,5.0,409,2046,4,3,0,6,8,2022,5,31,1,3,386.35,1159.0500000000002,347.71500000000003,3,1043.145,424.98500000000007,2.9986746,1274.3917381060126
209.17,20,72,4.1,310,112,2,0,1,4,5,2022,2,18,0,1,209.17,209.17,209.17,1,209.17,230.08700000000002,3.0124364,693.1224516482354
410.62,20,34,3.7,113,323,4,2,2,11,1,2023,2,2,0,1,410.62,410.62,410.62,1,410.62,451.682,2.9771106,1344.7072810111047
404.32,30,121,1.9,403,166,3,1,2,23,1,2022,6,3,1,1,404.32,404.32,363.888,1,363.888,444.752,3.599945,1601.0827690429687
395.28,0,116,3.9,482,2286,0,0,2,29,4,2022,4,17,0,5,395.28,1976.3999999999999,355.752,5,1778.76,434.808,3.0377233,1320.8263938617706
246.25,30,115,4.2,279,742,3,0,2,25,8,2022,3,34,0,4,246.25,985.0,221.625,4,886.5,270.875,2.9613576,802.1577381491661
126.11,30,50,2.4,160,3725,3,2,2,16,3,2022,2,11,0,5,126.11,630.55,126.11,5,630.55,138.721,2.897743,401.9778048551083
198.39,0,13,1.9,333,500,2,1,1,7,2,2023,1,6,0,3,198.39,595.17,218.229,3,654.687,218.229,2.9022667,633.3587685778141
417.67,10,84,1.3,421,528,3,0,1,7,6,2023,2,23,0,5,417.67,2088.35,417.67,5,2088.35,459.43700000000007,3.045824,1399.364264474869
38.03,10,23,1.2,151,3838,0,1,3,29,6,2022,2,26,0,5,38.03,190.15,38.03,5,190.15,41.833000000000006,2.8201678,117.97607873749735
414.43,15,30,1.2,202,1566,0,0,0,21,5,2023,6,20,1,5,414.43,2072.15,414.43,5,2072.15,455.87300000000005,2.9260275,1333.896951097727
