Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Revenue,Month,DayOfWeek,Rule-Based Price,Rule-Based Revenue,Optimized Price,Optimized Units Pred,ML Revenue,Static Revenue
2023-09-15,S005,P0020,Electronics,South,146,43,140,56.03,57.49,0,Cloudy,0,60.74,Winter,2472.07,9,4,70.65061080000001,3037.9762644,68.988,49.881954,3441.2562558746336,2472.07
2023-09-15,S003,P0009,Clothing,North,462,139,132,141.68,36.37,10,Cloudy,0,38.63,Spring,5055.429999999999,9,4,38.1885,5308.2015,43.644,137.50269,6001.167208007812,5055.429999999999
2023-09-15,S002,P0002,Clothing,North,259,130,117,147.8,75.9,5,Rainy,0,77.75,Autumn,9867.0,9,4,75.9,9867.0,91.08,142.40845,12970.561376953125,9867.0
2023-09-15,S002,P0001,Clothing,East,122,76,200,70.07,49.12,15,Cloudy,1,44.95,Autumn,3733.12,9,4,48.9972,3723.7871999999998,58.943999999999996,62.45281,3681.2183371582028,3733.12
2023-09-15,S001,P0020,Groceries,South,104,81,136,91.34,74.82,0,Sunny,0,72.96,Autumn,6060.419999999999,9,4,74.82,6060.419999999999,89.78399999999999,86.774704,7790.980022094725,6060.419999999999
2023-09-15,S001,P0019,Electronics,North,343,112,65,131.71,65.62,10,Snowy,1,67.32,Spring,7349.44,9,4,65.62,7349.4400000000005,78.744,125.75071,9902.113871520996,7349.4400000000005
2023-09-15,S001,P0018,Electronics,East,176,45,195,63.48,34.84,15,Sunny,1,37.05,Summer,1567.8000000000002,9,4,42.92288000000001,1931.5296000000005,41.808,57.863316,2419.1494978637697,1567.8000000000002
2023-09-15,S001,P0017,Toys,South,372,150,95,154.38,29.07,15,Sunny,0,29.95,Winter,4360.5,9,4,29.07,4360.5,34.884,147.93513,5160.569245422364,4360.5
2023-09-15,S001,P0016,Groceries,West,331,291,39,283.65,98.2,5,Snowy,1,94.13,Autumn,28576.2,9,4,100.7532,29319.181200000003,117.84,281.6192,33186.00672363281,28576.2
2023-09-15,S001,P0015,Electronics,West,97,1,166,5.02,67.36,20,Rainy,0,72.05,Summer,67.36,9,4,78.83814400000001,78.83814400000001,76.7904,9.178751,704.8399601623536,67.36
2023-09-15,S001,P0014,Furniture,North,271,215,51,229.65,50.53,10,Cloudy,0,52.4,Autumn,10863.95,9,4,54.43596900000001,11703.733335,60.635999999999996,225.3657,13665.275033752441,10863.95
2023-09-15,S001,P0013,Toys,West,406,243,43,260.9,79.53,5,Sunny,1,77.1,Summer,19325.79,9,4,81.59778,19828.26054,93.8454,261.5123,24541.726265533445,19325.79
2023-09-15,S002,P0003,Furniture,West,290,244,111,248.7,34.78,5,Cloudy,1,30.96,Spring,8486.32,9,4,37.46849400000001,9142.312536000001,41.736,243.20467,10150.38994592285,8486.32
2023-09-15,S001,P0012,Furniture,East,235,120,114,120.11,11.83,20,Snowy,0,14.46,Autumn,1419.6,9,4,12.4215,1490.58,14.196,113.87485,1616.5673338623046,1419.6
2023-09-15,S001,P0010,Groceries,West,290,277,98,270.26,25.14,10,Sunny,0,26.05,Spring,6963.78,9,4,27.151200000000003,7520.8824,30.168,263.42035,7946.865092285156,6963.78
2023-09-15,S001,P0009,Groceries,South,323,255,144,268.88,86.0,15,Rainy,0,89.98,Summer,21930.0,9,4,88.236,22500.18,103.2,261.18848,26954.650781250002,21930.0
2023-09-15,S001,P0008,Groceries,South,68,1,163,8.07,33.14,10,Sunny,0,33.63,Spring,33.14,9,4,38.78705600000001,38.78705600000001,39.768,9.995721,397.50982729339603,33.14
2023-09-15,S001,P0007,Clothing,East,77,59,111,62.45,23.13,0,Snowy,1,25.52,Winter,1364.6699999999998,9,4,24.2865,1432.9035000000001,27.755999999999997,57.70559,1601.6763364562987,1364.6699999999998
2023-09-15,S001,P0006,Clothing,South,161,160,148,157.56,45.54,5,Snowy,1,42.61,Summer,7286.4,9,4,43.263,6922.08,54.647999999999996,150.3285,8215.152221557617,7286.4
2023-09-15,S001,P0005,Clothing,South,171,152,185,166.77,45.86,10,Snowy,0,49.53,Autumn,6970.72,9,4,48.153,7319.255999999999,55.032,159.30936,8767.112517333984,6970.72
2023-09-15,S001,P0004,Furniture,West,296,98,50,108.07,74.04,20,Cloudy,1,73.48,Spring,7255.920000000001,9,4,73.8549,7237.7802,88.848,104.7495,9306.78326147461,7255.920000000001
2023-09-15,S001,P0003,Toys,North,353,343,168,350.69,30.78,5,Snowy,1,28.09,Autumn,10557.54,9,4,31.580280000000002,10832.03604,36.936,341.21747,12603.208407714843,10557.54
2023-09-15,S001,P0002,Electronics,South,52,33,118,24.35,83.23,0,Sunny,0,80.11,Winter,2746.59,9,4,79.0685,2609.2605,99.876,18.207973,1818.539559310913,2746.59
2023-09-15,S001,P0001,Groceries,West,79,18,47,24.57,87.1,10,Cloudy,0,84.85,Summer,1567.8,9,4,107.03893200000002,1926.7007760000004,104.52,18.428814,1926.1796324157715,1567.8
2023-09-15,S001,P0011,Electronics,West,445,397,80,405.03,58.39,10,Sunny,1,56.09,Spring,23180.83,9,4,59.90814,23783.531580000003,70.068,398.64886,27932.528655029295,23180.83
2023-09-15,S002,P0004,Clothing,North,312,251,195,249.21,70.98,10,Sunny,0,75.97,Summer,17815.98,9,4,76.65840000000001,19241.258400000002,85.176,244.35712,20813.361771972657,17815.98
2023-09-15,S003,P0010,Toys,East,327,45,129,53.87,14.1,10,Rainy,0,17.74,Autumn,634.5,9,4,14.805,666.225,16.919999999999998,50.36176,852.1209654235839,634.5
2023-09-15,S002,P0006,Clothing,East,61,35,24,32.0,65.28,20,Rainy,1,62.89,Autumn,2284.8,9,4,62.016,2170.56,77.0304,27.56781,2123.5594359375,2284.8
2023-09-15,S003,P0008,Electronics,East,64,47,61,61.58,59.76,15,Snowy,1,61.35,Autumn,2808.72,9,4,69.943104,3287.3258880000003,71.71199999999999,53.01422,3801.7558300781243,2808.72
2023-09-15,S003,P0007,Furniture,North,69,8,149,22.85,32.82,15,Sunny,1,30.42,Spring,262.56,9,4,38.412528,307.300224,39.384,17.374594,684.2809996490479,262.56
2023-09-15,S003,P0006,Groceries,East,163,53,162,46.81,55.41,15,Rainy,0,60.27,Summer,2936.73,9,4,58.1805,3083.5665,66.49199999999999,41.012367,2726.994323089599,2936.73
2023-09-15,S003,P0005,Furniture,East,152,121,93,134.79,93.94,10,Snowy,1,95.34,Autumn,11366.74,9,4,93.94,11366.74,112.728,131.75261,14852.208135864257,11366.74
2023-09-15,S003,P0004,Furniture,East,347,3,193,-6.8,38.24,0,Cloudy,1,33.83,Summer,114.72,9,4,38.1444,114.4332,42.06400000000001,1.9426527,81.71574327087404,114.72
2023-09-15,S003,P0003,Clothing,South,349,97,172,108.48,89.47,10,Snowy,0,90.43,Summer,8678.59,9,4,89.47,8678.59,107.36399999999999,101.785484,10928.09673788452,8678.59
2023-09-15,S002,P0005,Electronics,North,186,65,135,79.54,97.09,5,Sunny,1,98.23,Spring,6310.85,9,4,113.63413600000001,7386.2188400000005,116.508,74.730705,8706.725008575439,6310.85
2023-09-15,S003,P0001,Toys,South,211,28,20,30.31,97.35,5,Cloudy,0,98.27,Autumn,2725.8,9,4,97.106625,2718.9855,116.82,22.362818,2612.4243712234497,2725.7999999999997
2023-09-15,S002,P0020,Clothing,South,155,121,169,129.19,74.66,10,Cloudy,0,74.45,Autumn,9033.86,9,4,74.47335,9011.27535,89.592,124.06156,11114.923425476074,9033.859999999999
2023-09-15,S002,P0019,Furniture,South,277,148,65,145.89,54.12,10,Sunny,0,51.16,Winter,8009.759999999999,9,4,51.413999999999994,7609.271999999999,64.94399999999999,139.92494,9087.28543432617,8009.759999999999
2023-09-15,S002,P0018,Clothing,South,447,352,79,352.68,55.62,0,Sunny,0,53.35,Spring,19578.24,9,4,57.06612,20087.27424,66.744,345.79315,23079.618127441405,19578.239999999998
2023-09-15,S003,P0002,Groceries,West,136,67,155,86.87,18.25,20,Sunny,0,22.26,Summer,1222.75,9,4,22.484,1506.428,21.9,81.56751,1786.3285240173338,1222.75
2023-09-15,S002,P0016,Groceries,West,70,60,89,60.12,23.63,5,Sunny,1,26.18,Autumn,1417.8,9,4,24.8115,1488.6899999999998,28.355999999999998,54.84315,1555.1323923797606,1417.8
2023-09-15,S002,P0015,Clothing,West,419,166,71,166.21,43.48,5,Snowy,1,47.86,Autumn,7217.679999999999,9,4,45.653999999999996,7578.563999999999,52.175999999999995,163.77344,8545.042875,7217.679999999999
2023-09-15,S002,P0014,Groceries,East,264,186,31,196.95,75.62,0,Rainy,0,71.6,Spring,14065.320000000002,9,4,71.839,13362.054,90.744,194.29266,17630.893463378907,14065.320000000002
2023-09-15,S002,P0013,Groceries,South,414,142,118,148.79,65.4,20,Rainy,1,69.99,Autumn,9286.8,9,4,68.67000000000002,9751.140000000003,78.48,143.74626,11281.206610107423,9286.800000000001
2023-09-15,S002,P0012,Toys,South,396,351,136,362.12,74.8,15,Rainy,1,76.07,Autumn,26254.8,9,4,76.7448,26937.4248,89.75999999999999,365.3123,32790.43082519531,26254.8
2023-09-15,S002,P0011,Clothing,South,118,17,43,19.38,19.68,0,Snowy,0,14.75,Summer,334.56,9,4,18.695999999999998,317.832,20.8608,11.818389,246.54104797668458,334.56
2023-09-15,S002,P0010,Electronics,South,213,154,119,153.86,14.44,10,Cloudy,1,17.86,Autumn,2223.76,9,4,15.920100000000001,2451.6954,17.328,149.36154,2588.136795410156,2223.7599999999998
2023-09-15,S002,P0009,Furniture,North,339,156,127,147.29,38.38,0,Sunny,0,37.19,Summer,5987.280000000001,9,4,38.38,5987.280000000001,46.056000000000004,141.10915,6498.922833618165,5987.280000000001
2023-09-15,S002,P0008,Clothing,West,282,263,181,267.02,43.52,15,Rainy,0,47.67,Winter,11445.76,9,4,47.0016,12361.420800000002,52.224000000000004,259.96487,13576.405593750002,11445.76
2023-09-15,S002,P0007,Furniture,East,417,193,104,187.22,54.99,0,Snowy,0,58.06,Autumn,10613.07,9,4,57.73950000000001,11143.723500000002,65.988,180.74596,11927.064172302245,10613.07
2023-09-15,S002,P0017,Toys,East,433,71,24,90.4,47.31,0,Snowy,1,48.52,Summer,3359.01,9,4,50.33784000000001,3573.9866400000005,56.772,84.458496,4794.877740234375,3359.01
2023-09-16,S004,P0005,Electronics,North,259,182,55,196.4,56.29,0,Sunny,1,52.47,Spring,10244.78,9,5,57.218785,10413.81887,67.548,192.99971,13036.744416687012,10244.78
2023-09-16,S004,P0006,Groceries,North,111,71,117,88.79,48.48,10,Cloudy,0,51.88,Autumn,3442.08,9,5,63.74850451200002,4526.143820352001,58.175999999999995,83.742516,4871.804585449218,3442.08
2023-09-16,S004,P0007,Groceries,North,393,66,75,83.89,29.22,20,Snowy,1,32.54,Spring,1928.52,9,5,33.2663856,2195.5814496,35.064,80.92683,2837.618243591309,1928.52
2023-09-16,S004,P0008,Electronics,North,461,86,57,96.19,59.39,5,Sunny,0,63.18,Autumn,5107.54,9,5,63.54730000000001,5465.067800000001,71.268,91.11846,6493.830521942139,5107.54
2023-09-16,S004,P0013,Clothing,West,446,95,52,114.12,49.9,0,Cloudy,1,46.42,Autumn,4740.5,9,5,59.650659600000004,5666.812662,59.879999999999995,105.98858,6346.596098327636,4740.5
2023-09-16,S004,P0010,Furniture,North,272,187,121,189.74,75.97,0,Snowy,1,78.65,Summer,14206.39,9,5,77.223505,14440.795435,91.164,186.33604,16987.139143615725,14206.39
2023-09-16,S004,P0011,Groceries,North,161,43,35,58.06,62.55,20,Snowy,1,62.6,Summer,2689.65,9,5,78.33311640000002,3368.324005200001,75.05999999999999,53.569157,4020.9008979034415,2689.65
2023-09-16,S004,P0012,Clothing,South,227,213,99,216.68,42.35,5,Snowy,1,37.67,Summer,9020.55,9,5,46.492677,9902.940201,50.82,212.1112,10779.491491699218,9020.550000000001
2023-09-16,S004,P0009,Electronics,East,241,199,63,197.67,33.73,0,Rainy,1,36.31,Autumn,6712.27,9,5,36.0911,7182.1289,40.47599999999999,192.19305,7779.206061767577,6712.2699999999995
2023-09-16,S004,P0004,Clothing,South,300,149,139,141.46,32.2,10,Cloudy,0,37.09,Summer,4797.8,9,5,36.176700000000004,5390.3283,38.64,136.50505,5274.555157470703,4797.8
2023-09-16,S003,P0012,Toys,South,415,201,118,214.47,69.84,20,Sunny,1,70.78,Winter,14037.84,9,5,70.99236,14269.464360000002,83.808,209.49173,17557.082885742188,14037.84
2023-09-16,S004,P0002,Toys,West,218,106,175,96.15,91.49,20,Snowy,0,92.27,Winter,9697.94,9,5,92.999585,9857.95601,109.788,91.57662,10054.01417715454,9697.939999999999
2023-09-16,S004,P0001,Furniture,East,222,200,139,216.94,10.41,20,Cloudy,1,13.46,Spring,2082.0,9,5,11.695635000000001,2339.1270000000004,12.491999999999999,209.95427,2622.7487334594725,2082.0
2023-09-16,S003,P0020,Toys,South,255,120,111,132.53,78.57,20,Rainy,0,83.19,Winter,9428.4,9,5,84.0699,10088.388,94.28399999999999,125.844925,11865.162901794432,9428.4
2023-09-16,S003,P0019,Toys,North,300,21,150,20.14,64.29,20,Sunny,1,66.92,Spring,1350.09,9,5,68.79030000000002,1444.5963000000004,77.14800000000001,14.563732,1123.5628076934815,1350.0900000000001
2023-09-16,S003,P0018,Electronics,East,450,415,24,408.04,94.53,20,Rainy,0,96.41,Spring,39229.95,9,5,103.7769246,43067.423709,113.43599999999999,407.9551,46276.79570397949,39229.95
2023-09-16,S003,P0017,Groceries,East,136,91,174,86.44,84.57,15,Sunny,1,83.8,Summer,7695.869999999999,9,5,85.96540499999999,7822.851854999999,101.484,78.68551,7985.320167755127,7695.869999999999
2023-09-16,S003,P0016,Toys,North,412,150,82,141.82,68.12,15,Cloudy,0,67.37,Spring,10218.0,9,5,72.706179,10905.926850000002,81.744,137.87619,11270.551290527344,10218.0
2023-09-16,S003,P0015,Furniture,South,481,116,102,125.3,44.23,0,Cloudy,1,43.11,Autumn,5130.679999999999,9,5,47.20778475,5476.103031000001,53.07599999999999,118.70957,6300.629234893798,5130.679999999999
2023-09-16,S003,P0014,Clothing,West,405,331,195,323.73,79.14,5,Rainy,0,78.75,Summer,26195.34,9,5,86.8814748,28757.7681588,94.968,318.17844,30216.769736572267,26195.34
2023-09-16,S003,P0013,Groceries,South,102,93,175,87.01,36.36,10,Snowy,1,34.58,Autumn,3381.48,9,5,36.959939999999996,3437.2744199999997,43.632,82.37721,3594.2825368652343,3381.48
2023-09-16,S004,P0014,Groceries,North,120,62,159,64.28,70.7,15,Rainy,0,67.96,Winter,4383.400000000001,9,5,71.86655,4455.7261,84.84,60.124695,5100.979108886719,4383.400000000001
2023-09-16,S004,P0003,Groceries,West,137,40,88,49.05,52.58,15,Sunny,0,56.44,Spring,2103.2,9,5,65.84740624000001,2633.8962496000004,63.096,45.50595,2871.243479736328,2103.2
2023-09-16,S004,P0015,Clothing,West,179,128,150,132.46,95.33,0,Snowy,0,94.55,Summer,12202.24,9,5,96.902945,12403.57696,114.396,125.18498,14320.661235168458,12202.24
2023-09-16,S005,P0007,Groceries,East,326,232,83,228.81,79.13,20,Rainy,0,75.8,Summer,18358.16,9,5,86.87049660000001,20153.955211200002,93.37339999999999,224.78429,20988.873096987914,18358.16
2023-09-16,S004,P0017,Toys,East,323,206,41,213.63,69.49,0,Snowy,1,72.21,Autumn,14314.94,9,5,76.28751179999999,15715.227430799998,83.38799999999999,207.87859,17334.57951397705,14314.939999999999
2023-09-16,S003,P0011,Groceries,South,137,94,120,99.42,39.71,20,Snowy,1,42.1,Spring,3732.74,9,5,42.489700000000006,3994.0318000000007,47.652,94.067604,4482.509468902588,3732.7400000000002
2023-09-16,S005,P0019,Furniture,South,111,46,107,65.34,54.29,15,Cloudy,0,53.02,Autumn,2497.34,9,5,71.38833147600002,3283.8632478960008,65.148,61.832306,4028.251065307617,2497.34
2023-09-16,S005,P0018,Toys,West,474,102,37,113.89,65.25,15,Snowy,1,67.71,Summer,6655.5,9,5,66.326625,6765.315750000001,78.3,106.30055,8323.333250427246,6655.5
2023-09-16,S005,P0017,Electronics,East,435,158,102,156.53,69.62,5,Cloudy,0,73.28,Spring,10999.96,9,5,74.30716650000002,11740.532307000003,83.544,153.95665,12862.154349243163,10999.960000000001
2023-09-16,S005,P0016,Clothing,East,317,143,187,162.36,29.52,10,Snowy,1,30.25,Winter,4221.36,9,5,31.5864,4516.8552,35.424,156.49495,5543.677085449219,4221.36
2023-09-16,S005,P0015,Clothing,North,491,404,69,415.86,70.44,10,Snowy,0,69.16,Spring,28457.76,9,5,77.3304408,31241.498083200004,84.52799999999999,414.032,34997.29798974609,28457.76
2023-09-16,S005,P0014,Toys,South,429,367,49,368.7,41.45,15,Cloudy,0,36.74,Summer,15212.15,9,5,47.77987095000001,17535.212638650002,49.74,367.0603,18257.579458007815,15212.150000000001
2023-09-16,S005,P0013,Electronics,East,348,94,94,87.42,24.21,0,Rainy,1,20.73,Autumn,2275.74,9,5,24.609465,2313.28971,29.052,81.76954,2375.56864352417,2275.7400000000002
2023-09-16,S005,P0012,Furniture,North,110,75,102,80.02,63.38,10,Rainy,1,60.25,Spring,4753.5,9,5,64.42577,4831.93275,76.056,75.25077,5723.272606384277,4753.5
2023-09-16,S005,P0011,Furniture,South,400,176,198,177.31,45.6,0,Rainy,0,49.64,Autumn,8025.6,9,5,48.792,8587.392,54.72,172.66345,9448.1441015625,8025.6
2023-09-16,S004,P0016,Groceries,South,295,29,199,48.66,36.66,5,Cloudy,0,36.87,Spring,1063.14,9,5,43.823510639999995,1270.8818085599999,43.992,44.83415,1972.3438567199705,1063.1399999999999
2023-09-16,S005,P0010,Furniture,South,417,377,130,377.15,25.05,15,Cloudy,0,22.56,Spring,9443.85,9,5,28.875410550000005,10886.029777350002,30.06,370.3469,11132.62761291504,9443.85
2023-09-16,S005,P0008,Groceries,North,311,97,116,114.52,82.68,20,Snowy,0,77.87,Summer,8019.960000000001,9,5,84.04422000000001,8152.289340000001,99.21600000000001,106.2132,10538.049191528322,8019.960000000001
2023-09-16,S005,P0006,Toys,West,392,183,112,173.93,37.76,20,Cloudy,1,42.34,Spring,6910.08,9,5,42.423359999999995,7763.474879999999,45.312,169.60042,7684.934144531249,6910.08
2023-09-16,S005,P0005,Toys,South,424,271,149,273.35,56.65,20,Rainy,1,58.28,Spring,15352.15,9,5,62.191503000000004,16853.897313,67.97999999999999,269.25964,18304.270568847653,15352.15
2023-09-16,S005,P0004,Clothing,East,380,224,71,219.36,93.89,5,Rainy,0,96.87,Winter,21031.36,9,5,103.07431980000001,23088.647635200003,112.66799999999999,213.84784,24093.80836450195,21031.36
2023-09-16,S005,P0003,Furniture,East,155,96,184,91.38,43.2,5,Rainy,0,40.84,Winter,4147.200000000001,9,5,43.912800000000004,4215.6288,51.84,85.54553,4434.680390625001,4147.200000000001
2023-09-16,S005,P0002,Clothing,East,307,306,198,305.61,75.01,15,Sunny,1,75.12,Spring,22953.06,9,5,82.34747820000001,25198.328329200005,90.012,300.2186,27023.27639025879,22953.06
2023-09-16,S005,P0001,Clothing,East,484,454,20,457.42,22.81,15,Sunny,1,25.61,Summer,10355.74,9,5,26.359236000000003,11967.093144,27.371999999999996,449.78415,12311.4917310791,10355.74
2023-09-16,S004,P0020,Clothing,East,214,129,179,138.26,33.44,5,Cloudy,0,29.78,Summer,4313.759999999999,9,5,35.691348000000005,4604.183892000001,40.12799999999999,134.02196,5378.033106445311,4313.759999999999
2023-09-16,S004,P0019,Clothing,North,340,4,122,-4.36,15.61,15,Rainy,1,17.88,Summer,62.44,9,5,16.7027,66.8108,14.985599999999998,2.1139545,31.67887721557617,62.44
2023-09-16,S004,P0018,Furniture,East,474,99,122,101.58,95.66,0,Cloudy,1,91.07,Spring,9470.34,9,5,102.10030950000001,10107.9306405,114.79199999999999,98.38345,11293.63337915039,9470.34
2023-09-16,S005,P0009,Groceries,West,444,125,198,116.12,12.24,20,Cloudy,0,11.36,Summer,1530.0,9,5,13.064058000000001,1633.00725,14.687999999999999,108.62493,1595.482991455078,1530.0
2023-09-16,S005,P0020,Clothing,West,111,51,84,51.88,37.66,20,Rainy,0,40.89,Spring,1920.66,9,5,40.2962,2055.1062,45.19199999999999,46.516834,2102.1887738342284,1920.6599999999999
2023-09-16,S003,P0010,Groceries,East,227,56,120,70.14,53.77,0,Sunny,1,54.28,Winter,3011.1200000000003,9,5,61.21606960000001,3428.0998976000005,64.524,66.38635,4283.513011230469,3011.1200000000003
2023-09-16,S003,P0008,Toys,West,389,231,144,239.12,60.5,5,Snowy,1,60.57,Autumn,13975.5,9,5,66.41811,15342.58341,72.6,232.09805,16850.318646240234,13975.5
2023-09-16,S002,P0001,Groceries,North,325,162,173,156.78,71.5,5,Cloudy,0,74.94,Winter,11583.0,9,5,76.3137375,12362.825475,85.8,154.44673,13251.529568481445,11583.0
2023-09-16,S001,P0020,Electronics,North,75,71,93,70.71,10.66,10,Snowy,1,12.06,Summer,756.86,9,5,11.4062,809.8402,12.792,63.50503,812.3563640441895,756.86
2023-09-16,S001,P0019,Groceries,North,349,0,34,12.12,69.71,5,Sunny,1,69.47,Summer,0.0,9,5,79.36344079999999,0.0,83.65199999999999,10.697156,894.8384897346496,0.0
2023-09-16,S001,P0018,Furniture,South,213,105,172,117.22,80.82,20,Cloudy,1,81.55,Spring,8486.099999999999,9,5,86.26120649999999,9057.426682499998,96.984,109.44006,10613.935116210936,8486.099999999999
2023-09-16,S001,P0017,Clothing,West,66,60,68,59.31,86.23,15,Sunny,0,88.5,Autumn,5173.8,9,5,87.652795,5259.1677,103.476,49.72379,5145.218812820434,5173.8
2023-09-16,S001,P0016,Clothing,West,329,63,88,63.32,92.85,0,Snowy,0,90.39,Winter,5849.549999999999,9,5,94.382025,5946.067575,111.41999999999999,60.26956,6715.234572143554,5849.549999999999
2023-09-16,S001,P0015,Toys,South,425,414,29,424.14,24.4,5,Rainy,0,28.91,Autumn,10101.6,9,5,28.196640000000002,11673.40896,29.279999999999998,418.5509,12255.17044921875,10101.599999999999
2023-09-16,S001,P0014,Clothing,East,180,144,180,152.51,50.98,5,Snowy,0,55.72,Summer,7341.12,9,5,54.5486,7854.9984,61.175999999999995,147.71329,9036.508067138671,7341.12
2023-09-16,S001,P0012,Toys,East,237,226,175,216.68,57.53,20,Snowy,1,62.32,Autumn,13001.78,9,5,63.15758460000001,14273.6141196,69.036,213.34543,14728.51499963379,13001.78
2023-09-16,S001,P0011,Electronics,West,151,57,26,50.84,86.45,20,Snowy,1,90.77,Spring,4927.650000000001,9,5,92.50150000000001,5272.5855,103.74,45.253185,4694.5654401397705,4927.650000000001
2023-09-16,S001,P0010,Electronics,East,314,99,78,92.03,54.78,0,Snowy,0,59.68,Autumn,5423.22,9,5,58.6146,5802.8454,65.736,87.138565,5728.140713012695,5423.22
2023-09-16,S001,P0009,Groceries,North,488,220,60,232.08,22.0,20,Cloudy,0,18.71,Spring,4840.0,9,5,25.359642,5579.12124,26.4,227.15295,5996.83798828125,4840.0
2023-09-16,S001,P0008,Furniture,South,141,133,26,133.98,31.15,0,Cloudy,0,28.56,Autumn,4142.95,9,5,33.24717375000001,4421.874108750001,37.379999999999995,128.27179,4794.799493408203,4142.95
2023-09-16,S001,P0007,Toys,West,408,153,77,153.42,48.22,10,Snowy,0,46.53,Autumn,7377.66,9,5,49.01563,7499.391390000001,57.864,147.49994,8534.936468261718,7377.66
2023-09-16,S001,P0006,Electronics,West,81,57,127,52.4,21.21,0,Cloudy,0,21.94,Summer,1208.97,9,5,23.829435000000004,1358.2777950000002,25.452,48.210327,1227.0492465820314,1208.97
2023-09-16,S001,P0005,Clothing,South,364,165,118,162.69,25.12,0,Rainy,1,29.06,Winter,4144.8,9,5,28.222320000000003,4656.6828000000005,30.144,156.24721,4709.9158271484375,4144.8
2023-09-16,S001,P0004,Toys,South,162,152,63,156.91,53.31,0,Sunny,0,52.27,Summer,8103.120000000001,9,5,54.189615,8236.82148,63.972,152.3123,9743.7225602417,8103.120000000001
2023-09-16,S001,P0003,Electronics,West,272,157,174,167.13,48.59,5,Rainy,0,47.06,Autumn,7628.63,9,5,49.391735000000004,7754.502395,58.308,163.41339,9528.308009033202,7628.63
2023-09-16,S001,P0002,Electronics,South,123,25,34,42.65,39.02,20,Snowy,1,36.2,Autumn,975.5,9,5,48.865838560000014,1221.6459640000003,46.824000000000005,36.957638,1730.5044317321779,975.5000000000001
2023-09-16,S001,P0001,Electronics,East,499,122,153,128.02,29.46,10,Rainy,1,27.74,Autumn,3594.12,9,5,29.94609,3653.4229800000003,35.352,124.99903,4418.9657462768555,3594.12
2023-09-16,S003,P0009,Furniture,West,176,52,125,44.84,18.35,5,Snowy,0,18.17,Winter,954.2,9,5,19.634500000000003,1020.9940000000001,22.02,40.818687,898.8274974060058,954.2
2023-09-16,S002,P0002,Electronics,South,464,317,26,314.52,75.33,10,Sunny,1,75.27,Spring,23879.61,9,5,82.6987806,26215.513450200004,90.396,316.61606,28620.82521057129,23879.61
2023-09-16,S002,P0003,Furniture,South,366,295,146,296.13,76.52,0,Snowy,0,79.21,Winter,22573.4,9,5,84.00518640000001,24781.529988000006,91.824,293.6068,26960.151861328126,22573.399999999998
2023-09-16,S001,P0013,Groceries,South,176,111,191,130.62,25.91,5,Sunny,1,27.27,Autumn,2876.01,9,5,27.7237,3077.3307,31.092,125.5218,3902.723717926025,2876.01
2023-09-16,S002,P0005,Clothing,East,308,285,189,279.13,71.2,10,Cloudy,1,74.32,Spring,20292.0,9,5,82.07302320000001,23390.811612,85.44,271.6737,23211.8014453125,20292.0
2023-09-16,S003,P0007,Groceries,West,64,24,199,37.5,73.31,10,Cloudy,1,71.81,Winter,1759.44,9,5,96.39857396400004,2313.565775136001,87.972,32.23755,2836.001645507812,1759.44
2023-09-16,S003,P0006,Groceries,South,474,153,105,167.61,22.16,15,Cloudy,1,25.77,Autumn,3390.48,9,5,24.89676,3809.20428,26.592,161.97478,4307.233275878906,3390.48
2023-09-16,S003,P0005,Toys,West,81,41,146,34.14,74.75,15,Snowy,1,76.35,Winter,3064.75,9,5,75.983375,3115.318375,89.7,30.511206,2736.855148887634,3064.75
2023-09-16,S003,P0004,Electronics,East,321,80,22,88.79,74.53,10,Cloudy,0,71.98,Winter,5962.4,9,5,79.54773225000001,6363.818580000001,89.43599999999999,81.061356,7249.803398620605,5962.4
2023-09-16,S003,P0003,Electronics,East,168,56,54,53.19,58.09,0,Rainy,0,62.37,Spring,3253.04,9,5,62.15630000000001,3480.7528000000007,69.708,49.270565,3434.552547317505,3253.04
2023-09-16,S003,P0002,Furniture,West,162,43,119,45.65,21.25,20,Cloudy,1,22.34,Spring,913.75,9,5,23.874375,1026.598125,25.5,40.03701,1020.9437599182129,913.75
2023-09-16,S003,P0001,Electronics,South,265,84,33,78.85,26.24,15,Cloudy,0,28.2,Autumn,2204.16,9,5,29.48064,2476.37376,31.487999999999996,74.51903,2346.4551445312495,2204.16
2023-09-16,S002,P0004,Furniture,East,136,125,179,135.93,86.35,15,Sunny,1,88.36,Spring,10793.75,9,5,87.77477499999999,10971.846875,103.61999999999999,121.23425,12562.293288574218,10793.75
2023-09-16,S002,P0019,Clothing,South,149,29,56,33.13,66.51,20,Cloudy,0,62.97,Summer,1928.79,9,5,70.98778575000001,2058.6457867500003,79.812,28.98976,2313.7306808395383,1928.7900000000002
2023-09-16,S002,P0018,Electronics,North,263,98,58,93.8,28.13,5,Cloudy,0,31.79,Autumn,2756.74,9,5,31.604055000000002,3097.1973900000003,33.756,87.95159,2968.8939223937987,2756.74
2023-09-16,S002,P0017,Furniture,North,171,3,76,15.57,20.46,5,Rainy,1,22.35,Spring,61.38,9,5,25.622630880000006,76.86789264000002,24.552,11.287396,277.12815717315675,61.38
