invoice_id,product_id,product_category,units_sold,date,selling_price,customer_id,region,revenue,day,month,weekday,week,inventory_proxy
566345,23040,PAPER LANTERN 9 POINT SNOW STAR ,8,12-09-2011 12:27,5.75,17685.0,United Kingdom,46,12,9,0,37,8.086956522
558700,20674,GREEN POLKADOT BOWL,2,01-07-2011 12:33,1.25,17920.0,United Kingdom,2.5,1,7,4,26,9.151515152
570675,22838,3 TIER CAKE TIN RED AND CREAM,3,11-10-2011 15:03,14.95,13690.0,United Kingdom,44.85,11,10,1,41,4.066666667
580727,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,05-12-2011 17:17,8.29,14096.0,United Kingdom,8.29,5,12,0,49,8.358306189
538514,22175,PINK OWL SOFT TOY,2,12-12-2010 14:27,2.95,15044.0,United Kingdom,5.9,12,12,6,49,6.288135593
555943,23204,CHARLOTTE BAG APPLES DESIGN,20,08-06-2011 10:15,0.85,13520.0,Switzerland,17,8,6,2,23,14.05533597
552558,22427,ENAMEL FLOWER JUG CREAM,3,10-05-2011 11:33,5.95,14766.0,United Kingdom,17.85,10,5,1,19,4.175965665
562101,20719,WOODLAND CHARLOTTE BAG,10,02-08-2011 14:04,0.85,13850.0,United Kingdom,8.5,2,8,1,31,15.55855856
548863,75049L,LARGE CIRCULAR MIRROR MOBILE,96,04-04-2011 13:57,0.85,15311.0,United Kingdom,81.6,4,4,0,14,36.17777778
559143,22584,PACK OF 6 PANNETONE GIFT BOXES,2,06-07-2011 14:04,2.55,15581.0,United Kingdom,5.1,6,7,2,27,9.336842105
575329,23360,SET 8 CANDLES VINTAGE DOILY,4,09-11-2011 13:50,1.95,17038.0,United Kingdom,7.8,9,11,2,45,9.586956522
552823,22384,LUNCH BAG PINK POLKADOT,3,11-05-2011 13:06,1.65,14731.0,United Kingdom,4.95,11,5,2,19,9.118161926
580610,23283,DOORMAT VINTAGE LEAF,1,05-12-2011 11:48,15.79,Unknown,United Kingdom,15.79,5,12,0,49,3.495412844
555545,23199,JUMBO BAG APPLES,10,05-06-2011 13:08,2.08,17735.0,United Kingdom,20.8,5,6,6,22,13.56796117
565232,21930,JUMBO STORAGE BAG SKULLS,2,02-09-2011 09:30,4.13,Unknown,United Kingdom,8.26,2,9,4,35,8.843137255
575593,23340,VINTAGE CHRISTMAS CAKE FRILL,12,10-11-2011 12:12,1.65,14226.0,United Kingdom,19.8,10,11,3,45,10.0952381
540026,21043,APRON MODERN VINTAGE COTTON,1,04-01-2011 13:25,4.21,Unknown,United Kingdom,4.21,4,1,1,1,6.675675676
575930,21803,CHRISTMAS TREE STAR DECORATION,4,11-11-2011 17:58,0.42,Unknown,United Kingdom,1.68,11,11,4,45,12.46428571
562843,21621,VINTAGE UNION JACK BUNTING,1,09-08-2011 17:37,16.63,Unknown,United Kingdom,16.63,9,8,1,32,6.795238095
570125,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,07-10-2011 13:14,0.55,17509.0,United Kingdom,13.2,7,10,4,40,20.1532567
574950,22324,BLUE POLKADOT KIDS BAG,1,08-11-2011 09:29,4.13,Unknown,United Kingdom,4.13,8,11,1,45,4.484848485
537240,DOT,DOTCOM POSTAGE,1,06-12-2010 10:08,940.87,Unknown,United Kingdom,940.87,6,12,0,49,1
570648,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,11-10-2011 13:09,7.95,16086.0,United Kingdom,15.9,11,10,1,41,10.31847134
580367,21064,BOOM BOX SPEAKER BOYS,3,02-12-2011 16:39,4.13,Unknown,United Kingdom,12.39,2,12,4,48,3.125
569216,23321,SMALL WHITE HEART OF WICKER,2,02-10-2011 12:41,1.65,15555.0,United Kingdom,3.3,2,10,6,39,7.896946565
580877,21810,CHRISTMAS HANGING STAR WITH BELL,1,06-12-2011 12:15,0.39,17250.0,United Kingdom,0.39,6,12,1,49,22.7699115
570593,22695,WICKER WREATH SMALL,12,11-10-2011 11:38,1.45,18180.0,United Kingdom,17.4,11,10,1,41,5.97260274
566023,22295,HEART FILIGREE DOVE LARGE,24,08-09-2011 12:48,1.65,12955.0,United Kingdom,39.6,8,9,3,36,10.46666667
543657,21621,VINTAGE UNION JACK BUNTING,2,11-02-2011 10:38,8.5,15133.0,United Kingdom,17,11,2,4,6,6.795238095
548865,22669,RED BABY BUNTING ,5,04-04-2011 14:09,2.95,14747.0,United Kingdom,14.75,4,4,0,14,5.604395604
558904,23119,PACK OF 6 LARGE FRUIT STRAWS ,2,04-07-2011 16:18,1.25,Unknown,United Kingdom,2.5,4,7,0,27,13.09615385
551809,21624,VINTAGE UNION JACK DOORSTOP,20,04-05-2011 11:32,4.95,17511.0,United Kingdom,99,4,5,2,18,2.333333333
569302,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,03-10-2011 12:04,0.85,16205.0,United Kingdom,10.2,3,10,0,40,34.85897436
537646,22191,IVORY DINER WALL CLOCK,2,07-12-2010 15:39,8.5,17591.0,United Kingdom,17,7,12,1,49,4.904761905
549289,84912B,GREEN ROSE WASHBAG,4,07-04-2011 18:09,3.75,14395.0,United Kingdom,15,7,4,3,14,2.197183099
569396,22300,COFFEE MUG DOG + BALL DESIGN,6,03-10-2011 17:48,2.55,16441.0,United Kingdom,15.3,3,10,0,40,11.35
574909,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,07-11-2011 15:40,3.25,13673.0,United Kingdom,3.25,7,11,0,45,4.457943925
555638,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,1,06-06-2011 12:51,14.95,15150.0,United Kingdom,14.95,6,6,0,23,1.375
537334,21034,REX CASH+CARRY JUMBO SHOPPER,2,06-12-2010 12:06,0.95,16719.0,United Kingdom,1.9,6,12,0,49,1.915331808
543172,22131,FOOD CONTAINER SET 3 LOVE HEART ,2,04-02-2011 09:11,4.13,Unknown,United Kingdom,8.26,4,2,4,5,5.089430894
574725,22776,SWEETHEART 3 TIER CAKE STAND ,1,06-11-2011 14:50,9.95,15883.0,United Kingdom,9.95,6,11,6,44,2.281938326
570677,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,11-10-2011 15:10,2.95,12836.0,United Kingdom,35.4,11,10,1,41,17.84824121
537421,22810,SET OF 6 T-LIGHTS SNOWMEN,2,06-12-2010 15:25,2.95,17218.0,United Kingdom,5.9,6,12,0,49,5.797297297
555924,22219,LOVEBIRD HANGING DECORATION WHITE ,5,07-06-2011 17:12,1.63,Unknown,United Kingdom,8.15,7,6,1,23,8.708520179
566290,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,11-09-2011 15:24,2.95,14456.0,United Kingdom,2.95,11,9,6,36,3.330935252
580115,23343,JUMBO BAG VINTAGE CHRISTMAS ,66,01-12-2011 16:22,2.46,Unknown,United Kingdom,162.36,1,12,3,48,11.3125
574864,22457,NATURAL SLATE HEART CHALKBOARD ,3,07-11-2011 12:29,2.95,14387.0,United Kingdom,8.85,7,11,0,45,8.28
545912,82484,WOOD BLACK BOARD ANT WHITE FINISH,12,08-03-2011 10:33,6.75,15944.0,United Kingdom,81,8,3,1,10,10.31847134
580106,21485,RETROSPOT HEART HOT WATER BOTTLE,12,01-12-2011 15:28,4.95,16169.0,United Kingdom,59.4,1,12,3,48,4.347826087
549548,21993,FLORAL FOLK STATIONERY SET,1,10-04-2011 11:35,2.95,13548.0,United Kingdom,2.95,10,4,6,14,3.795454545
549193,22433,WATERING CAN GREEN DINOSAUR,12,07-04-2011 10:24,1.95,12580.0,Germany,23.4,7,4,3,14,7.13592233
538104,22274,FELTCRAFT DOLL EMILY,1,09-12-2010 15:16,2.95,17950.0,United Kingdom,2.95,9,12,3,49,4.709401709
574104,15056BL,EDWARDIAN PARASOL BLACK,3,03-11-2011 10:45,5.95,12615.0,France,17.85,3,11,3,44,9.437956204
574098,23367,SET 12 COLOUR PENCILS SPACEBOY ,16,03-11-2011 10:03,0.65,16337.0,United Kingdom,10.4,3,11,3,44,10.24778761
540249,22966,GINGERBREAD MAN COOKIE CUTTER,12,05-01-2011 16:00,1.25,15298.0,United Kingdom,15,5,1,2,1,9.266435986
580115,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,01-12-2011 16:22,2.92,Unknown,United Kingdom,2.92,1,12,3,48,10.89772727
555397,85199S,SMALL HANGING IVORY/RED WOOD BIRD,4,02-06-2011 17:26,0.83,Unknown,United Kingdom,3.32,2,6,3,22,11.032
566043,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,48,08-09-2011 13:54,3.29,13769.0,United Kingdom,157.92,8,9,3,36,18.22368421
558777,21990,MODERN FLORAL STATIONERY SET,1,04-07-2011 10:23,2.46,Unknown,United Kingdom,2.46,4,7,0,27,3.646258503
543449,21192,WHITE BELL HONEYCOMB PAPER ,12,08-02-2011 12:12,1.65,16553.0,United Kingdom,19.8,8,2,1,6,7.651162791
574732,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,06-11-2011 15:11,3.75,13523.0,United Kingdom,15,6,11,6,44,6.354166667
542906,22745,POPPY'S PLAYHOUSE BEDROOM ,1,01-02-2011 15:12,4.13,Unknown,United Kingdom,4.13,1,2,1,5,4.398058252
566293,23354,6 GIFT TAGS 50'S CHRISTMAS ,24,11-09-2011 15:35,0.83,14533.0,United Kingdom,19.92,11,9,6,36,12.7443609
537865,22588,CARD HOLDER GINGHAM HEART,1,08-12-2010 16:34,2.55,16011.0,United Kingdom,2.55,8,12,2,49,3.621621622
540185,21725,SWEETIES  STICKERS,5,05-01-2011 13:40,0.85,14653.0,United Kingdom,4.25,5,1,2,1,5.19047619
538501,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,12-12-2010 12:51,5.95,13715.0,United Kingdom,11.9,12,12,6,49,4.3125
549646,37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,8,11-04-2011 11:51,0.29,12982.0,United Kingdom,2.32,11,4,0,15,8
574250,21905,MORE BUTTER METAL SIGN ,5,03-11-2011 13:09,0.79,17634.0,United Kingdom,3.95,3,11,3,44,5.26984127
559337,20724,RED RETROSPOT CHARLOTTE BAG,3,07-07-2011 16:27,1.63,Unknown,United Kingdom,4.89,7,7,3,27,17.44083527
562204,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,03-08-2011 12:54,2.95,16324.0,United Kingdom,8.85,3,8,2,31,17.84824121
562130,22620,4 TRADITIONAL SPINNING TOPS,12,03-08-2011 09:13,1.45,12750.0,Poland,17.4,3,8,2,31,10.75829384
575895,23354,6 GIFT TAGS 50'S CHRISTMAS ,3,11-11-2011 14:50,0.83,17052.0,United Kingdom,2.49,11,11,4,45,12.7443609
537641,21258,VICTORIAN SEWING BOX LARGE,3,07-12-2010 15:32,25.49,Unknown,United Kingdom,76.47,7,12,1,49,3.551724138
581023,22776,SWEETHEART 3 TIER CAKE STAND ,3,07-12-2011 10:35,19.96,Unknown,United Kingdom,59.88,7,12,2,49,2.281938326
573909,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,01-11-2011 15:26,2.95,17813.0,United Kingdom,2.95,1,11,1,44,6.318181818
536592,21875,KINGS CHOICE MUG,1,01-12-2010 17:06,3.36,Unknown,United Kingdom,3.36,1,12,2,48,5.8
581439,21703,BAG 125g SWIRLY MARBLES,3,08-12-2011 16:30,0.83,Unknown,United Kingdom,2.49,8,12,3,49,42.703125
537240,22737,RIBBON REEL CHRISTMAS PRESENT ,2,06-12-2010 10:08,3.36,Unknown,United Kingdom,6.72,6,12,0,49,5.090225564
537802,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,4,08-12-2010 13:11,4.25,13455.0,United Kingdom,17,8,12,2,49,3.175
540985,84970S,HANGING HEART ZINC T-LIGHT HOLDER,6,12-01-2011 15:48,0.64,17389.0,United Kingdom,3.84,12,1,2,2,14.90946502
545895,23182,TOILET SIGN OCCUPIED OR VACANT,1,07-03-2011 17:14,2.5,Unknown,United Kingdom,2.5,7,3,0,10,8.888888889
580632,21993,FLORAL FOLK STATIONERY SET,2,05-12-2011 12:16,1.25,16360.0,United Kingdom,2.5,5,12,0,49,3.795454545
555942,21754,HOME BUILDING BLOCK WORD,3,08-06-2011 10:14,5.95,15743.0,United Kingdom,17.85,8,6,2,23,3.825153374
540468,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",2,07-01-2011 13:55,11.02,Unknown,United Kingdom,22.04,7,1,4,1,4.363636364
555572,21906,PHARMACIE FIRST AID TIN,2,05-06-2011 15:37,6.75,12449.0,Belgium,13.5,5,6,6,22,3.283950617
549751,22916,HERB MARKER THYME,24,12-04-2011 10:58,0.65,13089.0,United Kingdom,15.6,12,4,1,15,7.74789916
574863,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,2,07-11-2011 12:29,0.65,15719.0,United Kingdom,1.3,7,11,0,45,7.784615385
537126,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1,05-12-2010 12:13,1.25,18118.0,United Kingdom,1.25,5,12,6,48,6.557692308
563162,22686,FRENCH BLUE METAL DOOR SIGN No,96,12-08-2011 12:15,1.06,16013.0,United Kingdom,101.76,12,8,4,32,8.206349206
573748,21790,VINTAGE SNAP CARDS,24,01-11-2011 09:24,0.85,14911.0,EIRE,20.4,1,11,1,44,16.98292683
573744,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,01-11-2011 08:16,0.29,17733.0,United Kingdom,6.96,1,11,1,44,14.2826087
555537,21115,ROSE CARAVAN DOORSTOP,1,05-06-2011 12:37,6.75,15453.0,United Kingdom,6.75,5,6,6,22,4.950617284
580729,22913,RED COAT RACK PARIS FASHION,1,05-12-2011 17:24,10.79,Unknown,United Kingdom,10.79,5,12,0,49,2.108695652
574298,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,1,03-11-2011 15:56,7.46,Unknown,United Kingdom,7.46,3,11,3,44,5.961290323
562551,84879,ASSORTED COLOUR BIRD ORNAMENT,3,05-08-2011 16:19,1.69,17231.0,United Kingdom,5.07,5,8,4,31,29.22503962
563111,22383,LUNCH BAG SUKI DESIGN ,20,12-08-2011 11:08,1.65,15249.0,United Kingdom,33,12,8,4,32,9.69384058
575070,82581,TOILET METAL SIGN,1,08-11-2011 12:58,0.55,17841.0,United Kingdom,0.55,8,11,1,45,7.866666667
555350,20749,ASSORTED COLOUR MINI CASES,2,02-06-2011 12:08,7.95,17652.0,United Kingdom,15.9,2,6,3,22,4.208588957
566296,23391, I LOVE LONDON MINI BACKPACK,1,11-09-2011 15:47,4.15,17841.0,United Kingdom,4.15,11,9,6,36,4.088235294
559362,85049G,CHOCOLATE BOX RIBBONS ,12,08-07-2011 08:43,1.25,12635.0,Germany,15,8,7,4,27,4.826771654
565916,21003,ROSE DU SUD CUSHION COVER,2,07-09-2011 16:00,6.35,14156.0,EIRE,12.7,7,9,2,36,1.894736842
574310,22614,PACK OF 12 SPACEBOY TISSUES,4,03-11-2011 16:56,0.39,13467.0,United Kingdom,1.56,3,11,3,44,14.83333333
556341,23284,DOORMAT KEEP CALM AND COME IN,4,10-06-2011 11:36,7.95,16614.0,United Kingdom,31.8,10,6,4,23,7.942771084
552839,22990,COTTON APRON PANTRY DESIGN,2,11-05-2011 14:25,4.95,14367.0,United Kingdom,9.9,11,5,2,19,4.302631579
580833,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,3,06-12-2011 11:41,0.83,16764.0,United Kingdom,2.49,6,12,1,49,7.91588785
543370,22656,VINTAGE BLUE KITCHEN CABINET,1,07-02-2011 14:51,125,12359.0,Cyprus,125,7,2,0,6,1.222222222
548715,22819,"BIRTHDAY CARD, RETRO SPOT",12,03-04-2011 15:22,0.42,17758.0,United Kingdom,5.04,3,4,6,13,7.517241379
562846,22384,LUNCH BAG PINK POLKADOT,9,10-08-2011 09:29,4.96,Unknown,United Kingdom,44.64,10,8,2,32,9.118161926
580025,23133,LARGE IVORY HEART WALL ORGANISER,2,01-12-2011 11:53,8.25,15021.0,United Kingdom,16.5,1,12,3,48,6.393939394
536987,21623,VINTAGE UNION JACK MEMOBOARD,2,03-12-2010 14:54,9.95,17198.0,United Kingdom,19.9,3,12,4,48,22.22429907
580729,23074,EMBOSSED HEART TRINKET BOX,1,05-12-2011 17:24,4.13,Unknown,United Kingdom,4.13,5,12,0,49,2.5625
543470,84375,SET OF 20 KIDS COOKIE CUTTERS,12,08-02-2011 14:58,2.1,16951.0,United Kingdom,25.2,8,2,1,6,7.783333333
540278,48187,DOORMAT NEW ENGLAND,1,06-01-2011 12:31,7.95,15719.0,United Kingdom,7.95,6,1,3,1,7.30075188
549732,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,11-04-2011 16:47,0.85,15615.0,United Kingdom,10.2,11,4,0,15,14.90946502
562042,23320,GIANT 50'S CHRISTMAS CRACKER,12,02-08-2011 10:19,2.89,13075.0,United Kingdom,34.68,2,8,1,31,8.281879195
580399,23102,SILVER HEARTS TABLE DECORATION,4,04-12-2011 11:45,0.83,13471.0,United Kingdom,3.32,4,12,6,48,6.434782609
549835,22813,PACK 3 BOXES BIRD PANNETONE ,192,12-04-2011 13:24,1.65,17511.0,United Kingdom,316.8,12,4,1,15,8.495145631
540418,85152,HAND OVER THE CHOCOLATE   SIGN ,1,07-01-2011 11:04,4.21,Unknown,United Kingdom,4.21,7,1,4,1,12.54576271
545459,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,02-03-2011 17:21,2.95,17576.0,United Kingdom,2.95,2,3,2,9,4.711409396
536883,22959,WRAP CHRISTMAS VILLAGE,13,03-12-2010 11:41,0.42,Unknown,United Kingdom,5.46,3,12,4,48,28.20338983
570482,22867,HAND WARMER BIRD DESIGN,1,10-10-2011 17:00,2.1,17459.0,United Kingdom,2.1,10,10,0,41,13.37755102
559510,23170,REGENCY TEA PLATE ROSES ,12,08-07-2011 15:29,1.65,14961.0,United Kingdom,19.8,8,7,4,27,12.32515337
580964,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,12,06-12-2011 14:50,1.25,15822.0,United Kingdom,15,6,12,1,49,22.55135135
549185,22966,GINGERBREAD MAN COOKIE CUTTER,12,07-04-2011 09:35,1.25,18272.0,United Kingdom,15,7,4,3,14,9.266435986
562567,20723,STRAWBERRY CHARLOTTE BAG,10,07-08-2011 11:40,0.85,12877.0,United Kingdom,8.5,7,8,6,31,14.12297735
552844,21896,POTTING SHED TWINE,6,11-05-2011 14:37,2.1,12649.0,Germany,12.6,11,5,2,19,4.214285714
552291,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,4,08-05-2011 14:00,4.15,15421.0,United Kingdom,16.6,8,5,6,18,12.37606838
537855,22766,PHOTO FRAME CORNICE,4,08-12-2010 15:59,2.95,15996.0,United Kingdom,11.8,8,12,2,49,5.871111111
563022,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,3,11-08-2011 13:34,4.95,17248.0,United Kingdom,14.85,11,8,3,32,2.528301887
559058,84596F,SMALL MARSHMALLOWS PINK BOWL,16,06-07-2011 09:49,0.42,12407.0,Belgium,6.72,6,7,2,27,8.477386935
555284,85230G,ORANGE VOTIVE CANDLE,144,02-06-2011 09:37,0.21,14298.0,United Kingdom,30.24,2,6,3,22,36
553006,23207,LUNCH BAG ALPHABET DESIGN,10,12-05-2011 16:45,1.65,15544.0,United Kingdom,16.5,12,5,3,19,11.26708075
552882,23071,MARIE ANTOINETTE TRINKET BOX GOLD,24,12-05-2011 10:10,11.15,14646.0,Netherlands,267.6,12,5,3,19,3.9
540977,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,12-01-2011 15:01,16.98,Unknown,United Kingdom,16.98,12,1,2,2,3.320987654
556108,23168,CLASSIC CAFE SUGAR DISPENSER,1,08-06-2011 17:59,2.46,Unknown,United Kingdom,2.46,8,6,2,23,9.713178295
551733,21169,YOU'RE CONFUSING ME METAL SIGN ,12,04-05-2011 10:15,1.69,13012.0,United Kingdom,20.28,4,5,2,18,10.20465116
565588,20719,WOODLAND CHARLOTTE BAG,10,05-09-2011 13:50,0.85,16918.0,United Kingdom,8.5,5,9,0,36,15.55855856
558808,85127,SMALL SQUARE CUT GLASS CANDLESTICK,2,04-07-2011 11:10,9.96,Unknown,United Kingdom,19.92,4,7,0,27,2.461538462
546388,21213,PACK OF 72 SKULL CAKE CASES,6,11-03-2011 13:43,2.08,Unknown,United Kingdom,12.48,11,3,4,10,18.89855072
551564,16161U,WRAP SUKI AND FRIENDS,25,03-05-2011 10:56,0.42,16609.0,United Kingdom,10.5,3,5,1,18,32.60869565
570416,21385,IVORY HANGING DECORATION  HEART,24,10-10-2011 13:30,0.85,15608.0,United Kingdom,20.4,10,10,0,41,11.22818792
581256,22110,BIRD HOUSE HOT WATER BOTTLE,7,08-12-2011 11:21,5.79,Unknown,United Kingdom,40.53,8,12,3,49,4.11627907
552574,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,144,10-05-2011 12:20,0.55,15311.0,United Kingdom,79.2,10,5,1,19,27.05755396
570672,21356,TOAST ITS - FAIRY FLOWER,12,11-10-2011 14:52,1.25,12536.0,France,15,11,10,1,41,4.013513514
559640,23298,SPOTTY BUNTING,50,11-07-2011 12:30,4.15,15812.0,United Kingdom,207.5,11,7,0,28,6.5
581219,17003,BROCADE RING PURSE ,2,08-12-2011 09:28,0.83,Unknown,United Kingdom,1.66,8,12,3,49,61.54255319
559372,22757,LARGE RED BABUSHKA NOTEBOOK ,12,08-07-2011 10:23,1.25,12461.0,Switzerland,15,8,7,4,27,7.604651163
545719,22868,NUMBER TILE COTTAGE GARDEN 0 ,8,07-03-2011 10:28,1.95,13344.0,United Kingdom,15.6,7,3,0,10,3.8
581461,23480,MINI LIGHTS WOODLAND MUSHROOMS,12,08-12-2011 18:51,3.75,13318.0,United Kingdom,45,8,12,3,49,5.611111111
552182,21269,ANTIQUE CREAM CUTLERY SHELF ,2,06-05-2011 13:38,8.5,14180.0,United Kingdom,17,6,5,4,18,1.5
579938,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,01-12-2011 10:18,1.95,14146.0,United Kingdom,19.5,1,12,3,48,10.28089888
570282,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,10-10-2011 11:20,0.42,13473.0,United Kingdom,5.04,10,10,0,41,15.96470588
545468,84992,72 SWEETHEART FAIRY CAKE CASES,24,03-03-2011 09:41,0.55,16571.0,United Kingdom,13.2,3,3,3,9,18.54195804
538094,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,09-12-2010 14:50,3.75,13117.0,United Kingdom,15,9,12,3,49,10.22540984
536605,22109,FULL ENGLISH BREAKFAST PLATE,8,02-12-2010 08:52,3.75,13715.0,United Kingdom,30,2,12,3,48,4.213740458
580157,23117,POPPY FIELDS CHOPPING BOARD,1,02-12-2011 10:35,4.95,14083.0,United Kingdom,4.95,2,12,4,48,2.166666667
542836,21355,TOAST ITS - I LOVE YOU ,5,01-02-2011 11:31,1.25,16745.0,United Kingdom,6.25,1,2,1,5,6.559322034
537816,84968D,SET OF 16 VINTAGE RED CUTLERY,1,08-12-2010 13:51,12.75,16679.0,United Kingdom,12.75,8,12,2,49,3.5
563033,21670,BLUE SPOT CERAMIC DRAWER KNOB,6,11-08-2011 14:48,1.25,16928.0,United Kingdom,7.5,11,8,3,32,11.91558442
543188,22136,LOVE HEART SOCK HANGER,12,04-02-2011 11:45,1.65,12567.0,France,19.8,4,2,4,5,3.325581395
538508,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,12-12-2010 13:32,3.75,15998.0,United Kingdom,7.5,12,12,6,49,10.22540984
563026,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,11-08-2011 14:04,8.95,15747.0,United Kingdom,17.9,11,8,3,32,3.306818182
581310,22906,12 MESSAGE CARDS WITH ENVELOPES,1,08-12-2011 11:43,1.65,16442.0,United Kingdom,1.65,8,12,3,49,7.024793388
562712,23162,REGENCY TEA STRAINER,4,08-08-2011 15:00,3.75,13016.0,United Kingdom,15,8,8,0,32,6.573333333
580140,21166,COOK WITH WINE METAL SIGN ,12,02-12-2011 09:19,2.08,14895.0,United Kingdom,24.96,2,12,4,48,13.88034188
569212,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,02-10-2011 12:05,2.95,15164.0,United Kingdom,5.9,2,10,6,39,17.84824121
549745,48194,DOORMAT HEARTS,2,12-04-2011 10:33,7.95,13577.0,United Kingdom,15.9,12,4,1,15,7.119341564
542881,22525,CHILDRENS GARDEN GLOVES PINK,2,01-02-2011 12:54,1.25,14587.0,United Kingdom,2.5,1,2,1,5,7.8
538346,22915,ASSORTED BOTTLE TOP  MAGNETS ,24,10-12-2010 14:53,0.42,17865.0,United Kingdom,10.08,10,12,4,49,15.96470588
538307,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2,10-12-2010 13:27,2.95,14667.0,United Kingdom,5.9,10,12,4,49,11.89487179
546155,20723,STRAWBERRY CHARLOTTE BAG,10,10-03-2011 08:29,0.85,15632.0,United Kingdom,8.5,10,3,3,10,14.12297735
565727,23433,HANGING QUILTED PATCHWORK APPLES,12,06-09-2011 11:58,0.83,13158.0,United Kingdom,9.96,6,9,1,36,13.8
570640,22634,CHILDS BREAKFAST SET SPACEBOY ,2,11-10-2011 12:38,9.95,12474.0,Germany,19.9,11,10,1,41,3.050505051
559652,22569,FELTCRAFT CUSHION BUTTERFLY,4,11-07-2011 12:47,3.75,17164.0,United Kingdom,15,11,7,0,28,8.766233766
552667,22916,HERB MARKER THYME,2,10-05-2011 15:05,1.63,Unknown,United Kingdom,3.26,10,5,1,19,7.74789916
570718,22705,WRAP GREEN PEARS ,25,12-10-2011 10:36,0.42,12518.0,Germany,10.5,12,10,2,41,25.14705882
574863,82482,WOODEN PICTURE FRAME WHITE FINISH,3,07-11-2011 12:29,2.95,15719.0,United Kingdom,8.85,7,11,0,45,8.054393305
548715,20684,STRAWBERRY DREAM CHILDS UMBRELLA,4,03-04-2011 15:22,3.25,17758.0,United Kingdom,13,3,4,6,13,1.75
549251,84279B,CHERRY BLOSSOM DECORATIVE FLASK,1,07-04-2011 12:16,3.75,14449.0,United Kingdom,3.75,7,4,3,14,2.9375
580983,23175,REGENCY MILK JUG PINK ,1,06-12-2011 16:26,7.46,Unknown,United Kingdom,7.46,6,12,1,49,6.069565217
558837,22134,MINI LADLE LOVE HEART RED ,1,04-07-2011 11:58,0.83,Unknown,United Kingdom,0.83,4,7,0,27,6.511904762
562560,22548,HEADS AND TAILS SPORTING FUN,4,05-08-2011 17:12,1.25,14156.0,EIRE,5,5,8,4,31,7.75
558916,23315,IVORY REFECTORY CLOCK,2,05-07-2011 09:33,9.95,16985.0,United Kingdom,19.9,5,7,1,27,3.108108108
559689,22208,WOOD STAMP SET THANK YOU,1,11-07-2011 15:46,0.83,Unknown,United Kingdom,0.83,11,7,0,28,3.96
581219,90187B,GREEN DROP EARRINGS W BEAD CLUSTER,1,08-12-2011 09:28,3.32,Unknown,United Kingdom,3.32,8,12,3,49,1.25
580611,23282,FOLDING BUTTERFLY MIRROR IVORY ,2,05-12-2011 11:49,0.83,12748.0,United Kingdom,1.66,5,12,0,49,5.849056604
569635,16054,POPART RECT PENCIL SHARPENER ASST,72,05-10-2011 12:13,0.12,12748.0,United Kingdom,8.64,5,10,2,40,32.88888889
570088,21931,JUMBO STORAGE BAG SUKI,3,07-10-2011 11:32,2.08,16764.0,United Kingdom,6.24,7,10,4,40,11.32352941
566434,21790,VINTAGE SNAP CARDS,5,12-09-2011 15:01,0.85,17090.0,United Kingdom,4.25,12,9,0,37,16.98292683
548987,22090,PAPER BUNTING RETROSPOT,5,05-04-2011 12:50,2.95,14535.0,United Kingdom,14.75,5,4,1,14,9.940809969
574837,22197,POPCORN HOLDER,100,07-11-2011 11:33,0.72,15785.0,United Kingdom,72,7,11,0,45,39.82930757
