product_id,price,sales_quantity,inventory,date
PRD93539,76408.33,50,141,08-09-2024 20:00
PRD90351,192908.54,53,420,20-01-2024 01:00
PRD29482,305228.84,48,705,25-05-2024 16:00
PRD33406,172175.31,72,928,18-07-2024 23:00
PRD26830,310550.07,63,958,21-06-2024 13:00
PRD76084,249672.39,47,467,18-09-2024 22:00
PRD17248,261933.23,39,171,24-01-2024 10:00
PRD53158,415352.08,49,945,09-01-2024 19:00
PRD46706,70344.92,75,894,31-03-2024 21:00
PRD38755,160215.82,64,778,06-01-2024 02:00
PRD82959,87391.19,47,4,04-05-2024 16:00
PRD56828,362547.8,29,198,02-03-2024 20:00
PRD24734,328019.38,58,989,01-09-2024 23:00
PRD65351,200480.64,46,142,11-08-2024 18:00
PRD70881,150894.98,48,83,11-05-2024 12:00
PRD48409,548833.39,13,119,18-02-2024 01:00
PRD50221,333607.16,45,653,26-07-2024 03:00
PRD38524,4572.01,66,368,21-10-2024 20:00
PRD13179,303779.96,60,982,15-01-2024 18:00
PRD14765,409723.46,44,632,30-08-2024 18:00
PRD81063,395003.81,29,68,01-04-2024 18:00
PRD32009,334239.77,33,23,22-03-2024 07:00
PRD21822,67313.73,60,379,01-07-2024 14:00
PRD99029,198450.94,43,109,30-07-2024 07:00
PRD79163,43296.4,69,637,03-02-2024 10:00
PRD34953,466117.97,41,760,22-07-2024 01:00
PRD82730,336440.33,39,490,20-02-2024 11:00
PRD30314,337939.01,39,303,16-02-2024 12:00
PRD42102,90555.26,64,465,15-07-2024 01:00
PRD61839,309780.92,41,378,22-01-2024 22:00
PRD31678,225288.87,43,331,13-06-2024 10:00
PRD76021,320382.52,32,24,17-01-2024 10:00
PRD69959,76256.75,71,850,09-06-2024 04:00
PRD51063,257078.75,57,694,22-09-2024 06:00
PRD42415,518646.9,31,559,14-06-2024 14:00
PRD56254,435843.86,43,675,19-10-2024 23:00
PRD45131,90458.82,77,874,23-09-2024 09:00
PRD78737,218028.93,43,244,25-08-2024 12:00
PRD13008,471419.31,21,56,25-08-2024 08:00
PRD95215,287669.91,40,358,04-08-2024 13:00
PRD30809,245291.4,49,336,21-08-2024 21:00
PRD17246,221109.49,45,189,16-07-2024 22:00
PRD52664,369105.33,59,970,03-09-2024 07:00
PRD60160,222391.65,63,779,08-07-2024 23:00
PRD78285,214704.17,51,496,28-05-2024 10:00
PRD11868,426680.75,27,171,18-05-2024 09:00
PRD73147,206846.03,69,974,12-08-2024 17:00
PRD48340,218834.56,43,220,18-05-2024 02:00
PRD49439,184229.01,46,255,09-01-2024 22:00
PRD61872,606234.6,15,382,06-10-2024 02:00
PRD36904,450622.77,44,836,31-07-2024 01:00
PRD79283,158329.7,73,875,09-07-2024 16:00
PRD43757,588471.72,26,670,02-07-2024 08:00
PRD44933,471896.7,38,764,22-04-2024 08:00
PRD32177,347703.03,56,825,10-05-2024 09:00
PRD33454,325356.28,37,288,08-06-2024 14:00
PRD17973,362920.35,35,325,26-02-2024 17:00
PRD12132,517371.69,21,239,04-02-2024 04:00
PRD29257,10365.45,78,900,25-03-2024 23:00
PRD77554,568648.58,22,408,07-10-2024 15:00
PRD42599,35139.23,59,103,12-01-2024 10:00
PRD26964,27650.91,64,488,12-03-2024 06:00
PRD48058,34636.34,62,340,21-10-2024 05:00
PRD44283,479988.51,42,927,14-06-2024 05:00
PRD82453,225938.39,49,475,03-06-2024 21:00
PRD20565,454551.16,21,171,23-09-2024 06:00
PRD10930,403070.2,29,161,23-03-2024 07:00
PRD47127,89673.57,50,135,10-02-2024 21:00
PRD86717,107717.11,48,66,13-01-2024 07:00
PRD98773,167843.4,47,155,18-09-2024 01:00
PRD26080,69032.05,64,545,11-06-2024 21:00
PRD48273,303751.2,44,316,24-06-2024 12:00
PRD65357,292727.25,41,241,01-04-2024 03:00
PRD92044,335721.88,53,714,27-02-2024 00:00
PRD85132,504696.92,39,923,16-06-2024 12:00
PRD81263,130380.09,46,119,29-08-2024 14:00
PRD10740,268817.79,53,509,18-06-2024 15:00
PRD57409,281361.64,36,238,06-07-2024 19:00
PRD23072,308294.01,62,902,12-03-2024 17:00
PRD28932,130789.09,53,156,06-08-2024 19:00
PRD16471,350096.27,33,221,16-05-2024 15:00
PRD43007,99358.11,53,262,30-04-2024 18:00
PRD73847,364924.44,44,668,02-07-2024 20:00
PRD12074,184478.72,69,916,17-08-2024 13:00
PRD59513,379025.12,47,626,11-06-2024 07:00
PRD66375,21209.84,68,558,08-06-2024 05:00
PRD88040,220028.31,38,148,29-08-2024 18:00
PRD74771,438351.67,31,335,30-09-2024 07:00
PRD10415,438158.54,48,958,18-03-2024 08:00
PRD96506,205986.23,66,908,21-04-2024 10:00
PRD59221,370924.7,49,839,27-09-2024 14:00
PRD94879,358491.17,45,465,01-04-2024 12:00
PRD90434,479616.45,43,749,23-10-2024 16:00
PRD99206,115558.75,67,674,30-03-2024 08:00
PRD71077,13952.7,65,410,24-01-2024 12:00
PRD85163,22758.22,60,304,10-04-2024 10:00
PRD39150,333667.11,35,129,17-08-2024 21:00
PRD18819,136741.94,69,852,17-06-2024 08:00
PRD48082,315888.51,54,802,30-01-2024 00:00
PRD16808,134331.4,56,481,29-08-2024 10:00
PRD52633,87611.52,74,987,31-05-2024 10:00
PRD13463,205492.06,38,117,29-08-2024 05:00
PRD15838,75325.54,80,904,28-04-2024 12:00
PRD33766,333393.93,51,776,04-01-2024 03:00
PRD32751,54583.55,74,784,23-08-2024 18:00
PRD20157,27323.6,55,165,15-08-2024 13:00
PRD75391,417332.83,35,379,19-06-2024 03:00
PRD27583,26141.16,67,551,03-08-2024 03:00
PRD83474,69455.66,57,262,16-08-2024 06:00
PRD73137,184992.38,70,894,07-07-2024 13:00
PRD64184,62588.34,55,299,30-06-2024 09:00
PRD68533,165054.64,50,361,20-10-2024 08:00
PRD18601,71584.35,64,472,20-09-2024 17:00
PRD21806,320377.01,57,943,13-05-2024 10:00
PRD89348,280084.18,41,190,17-10-2024 18:00
PRD97743,233902.64,55,717,07-04-2024 00:00
PRD93144,256817.88,48,308,25-03-2024 06:00
PRD72404,13476.18,69,502,09-08-2024 07:00
PRD32651,53335.53,68,705,15-05-2024 21:00
PRD62568,84980.29,61,537,09-04-2024 03:00
PRD74669,417894.69,29,124,30-07-2024 06:00
PRD84294,260344.73,60,878,08-05-2024 05:00
PRD64866,99951.83,78,974,10-07-2024 17:00
PRD38151,96847.49,65,735,12-05-2024 12:00
PRD82325,260418.23,34,123,07-07-2024 00:00
PRD86402,44885.82,69,602,05-06-2024 01:00
PRD55658,267535.69,41,137,18-06-2024 15:00
PRD57442,270437.69,56,711,10-09-2024 16:00
PRD60438,359131.22,34,207,14-06-2024 13:00
PRD33404,28954.05,79,890,29-06-2024 23:00
PRD85651,259752.38,65,972,10-02-2024 10:00
PRD15475,298391.54,34,145,23-09-2024 23:00
PRD88384,326159.2,44,525,21-01-2024 08:00
PRD10765,379719.38,47,798,03-08-2024 13:00
PRD35091,41327.84,55,255,27-03-2024 20:00
PRD27657,259930.44,53,506,30-09-2024 07:00
PRD87844,369847.23,41,383,18-02-2024 02:00
PRD96006,250878.02,47,445,10-01-2024 02:00
PRD24962,93013.81,59,444,03-07-2024 14:00
PRD57046,76623.45,51,173,09-09-2024 02:00
PRD21058,622311.06,12,166,17-04-2024 18:00
PRD42267,153895.1,75,952,21-02-2024 23:00
PRD95324,581705.91,14,26,04-01-2024 10:00
PRD52105,12472.24,79,802,04-08-2024 05:00
PRD68384,403060.62,56,984,08-01-2024 11:00
PRD68934,217574.74,60,749,30-07-2024 03:00
PRD27251,321284.94,50,629,24-07-2024 07:00
PRD31825,99497.05,58,467,16-05-2024 06:00
PRD11813,272535.51,39,68,03-10-2024 12:00
PRD13282,59022.5,63,574,26-09-2024 16:00
PRD65616,434208.34,48,781,16-07-2024 18:00
PRD94202,103871.05,57,225,02-06-2024 09:00
PRD74795,92549.98,69,856,06-05-2024 21:00
PRD71324,92824.47,69,731,06-07-2024 04:00
PRD14416,17721.59,70,506,07-09-2024 19:00
PRD55162,427150.14,34,431,31-07-2024 06:00
PRD46832,27603.19,71,747,22-07-2024 00:00
PRD30807,118865.53,65,621,28-04-2024 00:00
PRD20543,273541.83,66,980,09-10-2024 10:00
PRD81023,276360.87,38,121,13-07-2024 15:00
PRD94944,104621.44,74,900,23-05-2024 20:00
PRD53692,204631.27,60,577,23-02-2024 04:00
PRD29964,252097.78,61,725,26-08-2024 15:00
PRD23259,175410.03,71,965,12-10-2024 18:00
PRD85534,363239.58,41,615,08-06-2024 12:00
PRD72978,198828.33,72,993,04-08-2024 04:00
PRD37603,47503.58,52,93,03-06-2024 21:00
PRD53337,285444.89,43,478,06-09-2024 21:00
PRD70833,236556.92,45,428,05-08-2024 07:00
PRD82478,272592.73,51,470,10-04-2024 21:00
PRD55069,213780.34,45,325,07-05-2024 08:00
PRD57189,172975.45,68,977,29-01-2024 09:00
PRD10756,574754.74,15,169,20-10-2024 22:00
PRD12035,230475.84,47,289,22-07-2024 05:00
PRD66833,309299.83,48,553,14-05-2024 12:00
PRD68396,336258.66,48,607,12-07-2024 04:00
PRD32376,239882.04,59,707,04-08-2024 11:00
PRD75072,610354.2,33,874,06-03-2024 18:00
PRD10626,262883.94,58,729,19-06-2024 16:00
PRD91992,323362.27,56,746,08-07-2024 14:00
PRD17377,306643.06,47,665,27-08-2024 04:00
PRD36460,390624.88,27,144,07-08-2024 01:00
PRD11780,137270.39,46,14,04-10-2024 07:00
PRD12903,119882.18,56,232,04-03-2024 19:00
PRD92834,519152.98,37,816,10-06-2024 19:00
PRD88703,273599.49,30,23,19-08-2024 11:00
PRD43811,123321.08,61,532,16-10-2024 10:00
PRD54700,449370.29,45,853,08-07-2024 01:00
PRD80012,20498.51,67,332,12-04-2024 07:00
PRD61511,88014.61,45,13,03-06-2024 21:00
PRD26801,350834.74,56,982,12-09-2024 05:00
PRD72093,165796.26,53,275,02-09-2024 23:00
PRD44888,390133.01,31,196,15-02-2024 00:00
PRD59150,521304.73,43,912,20-04-2024 10:00
PRD67088,343934.87,32,205,07-10-2024 23:00
PRD37552,549874.25,24,283,12-07-2024 07:00
PRD73470,334123.63,43,342,11-07-2024 13:00
PRD63412,454309.03,39,661,29-06-2024 16:00
PRD18308,119828.04,49,247,20-06-2024 08:00
PRD75650,128095.16,52,225,29-06-2024 16:00
PRD36874,363124.33,28,154,07-06-2024 02:00
PRD52682,488787.14,21,13,19-08-2024 22:00
PRD13536,418265.61,23,170,28-04-2024 08:00
PRD70424,306683.74,50,630,30-01-2024 13:00
PRD54295,219190.18,42,97,30-04-2024 08:00
PRD47084,539579.86,26,561,11-07-2024 01:00
PRD28312,223715.09,59,612,30-06-2024 19:00
PRD49509,476077.18,23,158,13-10-2024 06:00
PRD95912,53594.68,53,111,16-07-2024 21:00
PRD93108,150332.42,43,146,26-01-2024 06:00
PRD50532,279552.9,45,429,23-02-2024 18:00
PRD81338,357860.37,54,851,14-08-2024 14:00
PRD20017,163636.28,46,165,10-07-2024 16:00
PRD96808,95840.86,49,37,09-08-2024 20:00
PRD10387,33261.43,54,132,05-06-2024 08:00
PRD72436,333237.16,58,946,24-09-2024 08:00
PRD47461,360475.5,37,243,24-10-2024 21:00
PRD98050,20196.83,75,800,31-01-2024 08:00
PRD21571,278759.63,53,739,12-05-2024 05:00
PRD57723,192887.36,52,492,28-04-2024 22:00
PRD22479,462949.47,26,124,10-09-2024 00:00
PRD17174,384332.77,31,58,05-06-2024 23:00
PRD84750,120582.66,68,778,07-05-2024 19:00
PRD73606,426011.44,34,311,07-05-2024 05:00
PRD25097,34695.18,70,747,24-04-2024 20:00
PRD10279,152604.49,57,424,15-04-2024 08:00
PRD18113,192188.26,70,977,30-09-2024 12:00
PRD52901,113692.18,59,483,09-05-2024 21:00
PRD22424,141228.75,48,104,26-01-2024 05:00
PRD26055,147582.49,52,207,05-03-2024 01:00
PRD55546,5183.1,79,767,20-03-2024 09:00
PRD21863,101995.79,73,756,05-05-2024 20:00
PRD21728,618620.71,33,832,15-10-2024 07:00
PRD56914,341988.86,50,767,12-06-2024 14:00
PRD24265,245967.94,46,262,16-04-2024 13:00
PRD72271,387384.51,33,388,06-03-2024 03:00
PRD73822,344949.3,30,172,31-07-2024 18:00
PRD22180,25989.47,57,75,22-04-2024 18:00
PRD39207,59919.19,72,749,03-01-2024 16:00
PRD63468,167764.53,61,667,07-04-2024 23:00
PRD51289,297798.71,57,992,03-08-2024 21:00
PRD80378,442440.95,39,685,26-07-2024 01:00
PRD80679,252953.57,50,469,22-02-2024 18:00
PRD29320,359491.94,51,929,18-01-2024 20:00
PRD83633,23695.02,74,629,03-02-2024 11:00
PRD98994,322516.14,55,787,25-01-2024 21:00
PRD89036,42654.84,68,484,03-08-2024 22:00
PRD66398,482088.53,21,255,01-01-2024 18:00
PRD99318,119297.54,73,983,06-03-2024 14:00
PRD60975,15743.78,66,464,05-05-2024 05:00
PRD77661,240108.11,35,19,11-03-2024 08:00
PRD17398,211126.97,44,333,30-07-2024 17:00
PRD80997,18858.82,63,270,06-05-2024 02:00
PRD57498,57675.65,59,398,13-04-2024 14:00
PRD39000,88461.62,55,126,10-09-2024 07:00
PRD83646,7520.22,68,526,23-08-2024 10:00
PRD16817,102574.35,70,709,12-06-2024 22:00
PRD26950,386023.7,35,399,19-03-2024 04:00
PRD58008,468754.95,16,50,10-10-2024 22:00
PRD79183,25298.69,78,973,06-02-2024 08:00
PRD67342,239796.58,41,144,11-01-2024 23:00
PRD11341,283877.41,29,27,18-07-2024 04:00
PRD17932,208571.98,44,292,14-03-2024 16:00
PRD71768,284238.49,36,17,14-06-2024 17:00
PRD82952,522208.1,27,548,25-09-2024 17:00
PRD95811,145697.49,57,587,13-03-2024 00:00
PRD45865,390303.3,30,161,03-05-2024 03:00
PRD30639,278662.42,59,952,11-04-2024 21:00
PRD27936,276679.09,37,173,19-04-2024 15:00
PRD41747,110883.06,55,275,05-06-2024 20:00
PRD35882,418780.25,38,621,23-01-2024 11:00
PRD52309,264339.04,40,302,19-03-2024 16:00
PRD64690,456858.44,45,866,13-04-2024 04:00
PRD78835,253493.87,38,61,11-05-2024 22:00
PRD98958,171892.23,69,980,25-07-2024 14:00
PRD95366,33563.43,58,254,22-01-2024 14:00
PRD55384,96636.56,72,691,17-01-2024 20:00
PRD79233,47901.21,68,632,19-08-2024 09:00
PRD62275,85919.24,48,100,22-05-2024 00:00
PRD45926,115589.81,65,547,10-02-2024 11:00
PRD98913,250759.38,60,899,10-06-2024 19:00
PRD57756,10754.58,63,337,05-03-2024 22:00
PRD28385,51148.98,76,968,11-02-2024 00:00
PRD20957,419831.09,33,375,19-01-2024 07:00
PRD87928,423733.78,51,898,19-02-2024 20:00
PRD90370,435007.58,39,618,19-09-2024 14:00
PRD71097,73600.89,71,775,19-09-2024 01:00
PRD10207,67407.51,71,629,13-10-2024 22:00
PRD92696,87136.26,69,596,01-02-2024 11:00
PRD28158,133466.01,71,848,09-05-2024 01:00
PRD83233,297328.81,59,906,31-01-2024 20:00
PRD29741,65477.58,60,262,11-07-2024 09:00
PRD42347,9183.69,80,751,08-06-2024 00:00
PRD21512,467518.18,44,931,12-07-2024 12:00
PRD75365,304355.81,57,918,10-09-2024 17:00
PRD60028,310502.47,38,380,13-06-2024 19:00
PRD12934,193255.78,59,574,01-08-2024 12:00
PRD38949,63072.37,59,270,28-05-2024 17:00
PRD40575,73281.55,66,590,14-04-2024 15:00
PRD54506,320705.47,51,561,07-06-2024 23:00
PRD20105,180353.56,50,167,03-10-2024 06:00
PRD71882,488185.07,21,99,04-04-2024 11:00
PRD34300,239609.78,49,473,21-07-2024 15:00
PRD16929,316589.57,50,808,19-10-2024 08:00
PRD72761,361460.97,48,795,17-09-2024 08:00
PRD25979,247031.36,37,160,19-06-2024 08:00
PRD99872,408788.58,47,926,26-06-2024 11:00
PRD64942,161176.28,59,603,05-09-2024 19:00
PRD31166,121978.17,73,888,15-04-2024 20:00
PRD31408,527811.75,34,541,25-03-2024 15:00
PRD18757,334049.71,36,298,16-06-2024 07:00
PRD94751,52114.67,68,557,25-04-2024 17:00
PRD59272,98902.4,70,756,24-05-2024 22:00
PRD55814,225838.42,45,184,28-04-2024 04:00
PRD42107,380221.82,50,763,10-01-2024 18:00
PRD52312,310656.17,37,156,09-07-2024 06:00
PRD48990,369966.35,35,175,28-08-2024 19:00
PRD94817,46032.71,55,268,18-02-2024 10:00
PRD86270,433809.29,40,630,06-04-2024 18:00
PRD61103,192900.39,68,962,17-08-2024 02:00
PRD44818,267698.72,52,558,27-09-2024 18:00
PRD21839,192965.77,64,706,24-07-2024 01:00
PRD53916,171576.48,45,4,28-03-2024 08:00
PRD76209,130795.06,65,612,13-06-2024 21:00
PRD79613,111974.78,63,432,30-01-2024 01:00
PRD62350,510410.26,21,75,28-07-2024 16:00
PRD16697,363954.27,31,286,16-02-2024 05:00
PRD34503,277540.96,50,654,27-09-2024 02:00
PRD91874,51127.6,53,149,09-01-2024 10:00
PRD55294,387009.95,53,871,17-09-2024 16:00
PRD45280,72019.38,71,840,22-01-2024 05:00
PRD99591,104018.62,67,672,10-06-2024 21:00
PRD20844,160374.09,45,73,13-04-2024 02:00
PRD25369,225611.62,54,545,18-05-2024 18:00
PRD34777,380436.83,30,183,19-01-2024 13:00
PRD18271,259966.13,54,729,06-05-2024 06:00
PRD45698,361123.55,34,214,30-03-2024 22:00
PRD36623,308890.7,35,198,29-04-2024 04:00
PRD39014,362726.29,53,886,28-08-2024 06:00
PRD20454,232480.61,62,934,09-02-2024 12:00
PRD16666,135730.19,53,414,04-03-2024 20:00
PRD30475,81459.74,67,714,07-01-2024 23:00
PRD16388,270814.52,59,956,14-06-2024 12:00
PRD51295,147304.19,61,652,07-03-2024 03:00
PRD71512,301398.32,55,896,14-09-2024 18:00
PRD27486,21790.31,58,210,30-04-2024 01:00
PRD21337,154865.79,47,59,02-06-2024 05:00
PRD60815,208412.46,41,197,01-02-2024 00:00
PRD80677,133005.84,58,433,28-03-2024 00:00
PRD41235,337351.03,32,35,30-04-2024 01:00
PRD85897,321652.14,38,180,27-03-2024 19:00
PRD90205,309723.75,36,249,26-07-2024 11:00
PRD34715,60394.32,71,714,23-01-2024 15:00
PRD68115,360465.36,37,245,09-04-2024 02:00
PRD79536,405771.57,22,76,31-01-2024 22:00
PRD80726,405158.29,43,581,11-10-2024 14:00
PRD20981,352631.57,39,479,05-10-2024 10:00
PRD70593,105985.14,53,318,13-09-2024 20:00
PRD44422,482578.17,40,763,07-04-2024 17:00
PRD54525,108067.41,50,48,12-10-2024 05:00
PRD22486,140680.25,55,379,17-01-2024 00:00
PRD66381,122720.81,73,969,09-04-2024 17:00
PRD44442,33347.79,82,889,06-06-2024 14:00
PRD36230,63194.35,69,642,09-02-2024 12:00
PRD56298,440250.22,37,417,25-08-2024 20:00
PRD83458,212803.74,51,295,05-04-2024 02:00
PRD55104,158896.27,62,640,17-07-2024 00:00
PRD88041,35244.88,65,440,27-04-2024 21:00
PRD50073,328142.56,43,362,14-09-2024 06:00
PRD43277,340731.16,54,832,13-08-2024 17:00
PRD56483,595902.36,18,302,20-01-2024 13:00
PRD39352,205885.64,61,783,24-02-2024 21:00
PRD89578,375491.19,32,289,08-07-2024 13:00
PRD52413,413193.45,41,568,13-09-2024 10:00
PRD36802,394330.69,34,458,25-04-2024 22:00
PRD98927,335755.93,51,714,19-10-2024 20:00
PRD68729,45632.4,70,749,30-04-2024 07:00
PRD47849,159680.36,69,750,16-04-2024 19:00
PRD14429,185592.61,61,708,17-08-2024 04:00
PRD61547,246877.06,39,191,10-01-2024 18:00
PRD27172,373028.26,36,234,17-10-2024 04:00
PRD73309,69957.3,74,813,26-06-2024 14:00
PRD42048,327569.39,33,255,19-02-2024 20:00
PRD94030,324310.38,46,611,27-02-2024 15:00
PRD41157,213309.62,42,84,29-07-2024 09:00
PRD26371,434744.45,38,519,19-07-2024 04:00
PRD30554,472572.47,37,712,19-06-2024 01:00
PRD14337,421097.87,26,231,30-01-2024 16:00
PRD11990,96845.4,75,898,04-07-2024 17:00
PRD27059,62887.14,69,690,04-03-2024 16:00
PRD77178,62571.86,66,443,14-06-2024 22:00
PRD42999,430641.78,41,688,22-02-2024 08:00
PRD24193,96591.13,65,703,02-09-2024 16:00
PRD44950,513678.58,16,15,05-07-2024 18:00
PRD18991,190022.51,70,880,09-04-2024 00:00
PRD33686,155152.36,58,556,03-04-2024 22:00
PRD27287,280017.71,48,566,01-01-2024 19:00
PRD21742,425263.74,50,853,16-09-2024 01:00
PRD40525,200657.49,43,123,30-05-2024 03:00
PRD45960,158076.12,63,764,25-02-2024 15:00
PRD32592,244390.16,65,831,06-09-2024 02:00
PRD77626,363125.68,38,381,22-07-2024 07:00
PRD67124,151795.44,70,925,02-03-2024 21:00
PRD85924,523722.95,20,191,26-02-2024 04:00
PRD55659,29736.41,62,454,11-01-2024 01:00
PRD80826,394355.12,51,823,11-09-2024 18:00
PRD91118,266817.47,65,941,26-04-2024 16:00
PRD62832,400815.26,29,241,05-02-2024 09:00
PRD60020,105698.34,50,128,23-09-2024 01:00
PRD60475,171912.5,49,325,16-02-2024 21:00
PRD20451,15818.27,55,60,24-06-2024 11:00
PRD78327,281185.32,29,17,10-02-2024 16:00
PRD14304,240645.35,32,3,24-06-2024 06:00
PRD92374,209115.53,62,654,22-01-2024 21:00
PRD65277,353990.01,48,731,16-04-2024 02:00
PRD53279,470016.4,43,686,09-10-2024 17:00
PRD22519,317792.51,37,161,21-04-2024 05:00
PRD67332,145320.91,57,584,15-09-2024 06:00
PRD10022,176565.57,66,830,31-07-2024 14:00
PRD27216,126692.25,50,84,04-10-2024 19:00
PRD66031,174966.54,58,702,16-09-2024 04:00
PRD23118,340398.86,52,737,18-09-2024 03:00
PRD67485,87672.7,68,604,01-09-2024 10:00
PRD66014,309977.06,41,371,10-04-2024 18:00
PRD20465,83067.71,53,134,12-10-2024 18:00
PRD12971,332272.88,28,94,07-04-2024 02:00
PRD62070,238987.46,38,160,13-02-2024 06:00
PRD11937,169471.29,57,588,27-09-2024 05:00
PRD76978,399673.34,27,32,21-09-2024 20:00
PRD53639,393441.21,32,361,01-04-2024 22:00
PRD93181,334533.5,40,333,15-02-2024 15:00
PRD36273,431891.63,47,920,23-06-2024 08:00
PRD49374,180268.34,64,688,28-02-2024 04:00
PRD75086,447166.58,29,206,29-03-2024 19:00
PRD97328,95480.63,71,885,21-07-2024 04:00
PRD13857,257072.52,46,238,26-04-2024 07:00
PRD38171,444222.44,35,348,27-03-2024 05:00
PRD50440,325562.24,37,252,06-05-2024 23:00
PRD58006,61339.63,62,395,12-05-2024 14:00
PRD72615,226768.52,54,511,05-04-2024 18:00
PRD85481,365112.92,35,369,30-08-2024 18:00
PRD13467,578077.07,36,998,04-09-2024 17:00
PRD52755,423566.29,35,408,14-04-2024 18:00
PRD44844,165378.28,53,453,18-10-2024 19:00
PRD26728,317549.02,36,143,24-03-2024 00:00
PRD29129,180866.58,72,916,16-05-2024 20:00
PRD88207,115020.51,58,279,05-10-2024 18:00
PRD48625,81742.78,69,685,31-01-2024 10:00
PRD64376,108102.17,62,613,27-10-2024 19:00
PRD37873,311496.16,52,856,07-07-2024 23:00
PRD71741,31525.08,67,477,11-04-2024 23:00
PRD10955,69993.74,64,524,10-05-2024 20:00
PRD29814,467848.61,30,243,16-06-2024 09:00
PRD42830,286311.38,34,85,02-07-2024 04:00
PRD29668,319746.34,61,912,12-01-2024 02:00
PRD62996,351081.38,57,877,16-03-2024 02:00
PRD59472,44703,76,706,29-07-2024 04:00
PRD83948,565488,17,132,21-07-2024 17:00
PRD61515,37650.36,72,722,13-04-2024 18:00
PRD34544,158985.57,39,8,27-02-2024 15:00
PRD15622,61647.93,62,283,24-06-2024 16:00
PRD23413,30958.4,70,649,23-02-2024 14:00
PRD92665,261447.26,58,770,28-09-2024 14:00
PRD63227,85548.15,70,731,30-07-2024 00:00
PRD68608,2693.29,67,519,14-07-2024 11:00
PRD22137,326558.65,37,336,16-08-2024 15:00
PRD47518,188769.24,56,634,29-08-2024 05:00
PRD72560,381549.84,37,462,30-08-2024 19:00
PRD28816,190720,48,128,11-04-2024 05:00
PRD76404,473122.59,18,38,01-02-2024 03:00
PRD72935,45103,69,728,24-07-2024 18:00
PRD70688,439515.72,23,137,15-01-2024 19:00
PRD14924,219432.33,62,906,16-08-2024 23:00
PRD41584,422551.99,37,416,05-07-2024 07:00
PRD24252,204808.03,48,373,14-04-2024 05:00
PRD18834,510687.56,38,832,19-04-2024 04:00
PRD15199,303500.04,45,560,25-01-2024 20:00
PRD22036,276494.44,47,605,25-08-2024 00:00
PRD58622,347110.73,41,564,07-09-2024 16:00
PRD28841,95814.13,47,92,18-02-2024 18:00
PRD88049,375464.18,33,288,06-06-2024 13:00
PRD27126,411117.54,23,8,18-03-2024 05:00
PRD19267,25436.2,59,124,10-01-2024 03:00
PRD35027,376744.53,40,417,18-09-2024 21:00
PRD62612,124206.96,47,148,13-01-2024 13:00
PRD85649,248024.38,62,948,15-07-2024 12:00
PRD82808,110444.04,54,154,12-09-2024 14:00
PRD46417,61703.1,49,106,02-01-2024 16:00
PRD91206,118837.23,64,600,12-06-2024 12:00
PRD99883,184066.69,57,679,20-04-2024 09:00
PRD22671,355136.18,32,97,05-06-2024 16:00
PRD42833,446836.98,34,417,07-07-2024 02:00
PRD21708,480341.02,18,79,02-03-2024 08:00
PRD41671,140139.19,43,26,02-06-2024 06:00
PRD90032,99467.6,48,102,08-09-2024 15:00
PRD90470,347912.13,43,465,20-06-2024 05:00
PRD67048,391316.21,52,967,12-08-2024 15:00
PRD31449,441875.51,41,648,07-07-2024 11:00
PRD34028,222361.86,62,825,12-04-2024 04:00
PRD59752,230577.85,49,432,11-03-2024 12:00
PRD22692,235676.73,42,248,29-03-2024 08:00
PRD99331,34441.1,79,872,07-10-2024 14:00
PRD76341,126624.64,70,756,04-10-2024 04:00
PRD15396,255830.07,38,23,27-06-2024 08:00
PRD82841,177351.94,65,823,11-05-2024 23:00
PRD92993,378530.93,34,363,08-03-2024 21:00
PRD25644,291624.45,33,148,10-03-2024 03:00
PRD12812,132265.49,75,959,29-01-2024 19:00
PRD57452,194703.4,67,961,22-03-2024 14:00
PRD46682,148321.78,65,696,30-05-2024 10:00
PRD30319,340687.32,54,851,05-03-2024 13:00
PRD20708,337688.29,52,809,21-10-2024 17:00
PRD61975,264531.32,59,895,05-05-2024 22:00
PRD70685,281421.98,30,15,05-10-2024 17:00
PRD22518,186953.06,61,690,21-02-2024 06:00
PRD63250,292207.33,43,352,30-05-2024 04:00
PRD30269,409324.3,39,683,23-06-2024 16:00
PRD13791,255892.82,54,495,19-02-2024 04:00
PRD87645,511610.22,13,21,27-01-2024 03:00
PRD88902,386960.49,25,32,02-02-2024 18:00
PRD91514,485903.43,46,938,16-01-2024 13:00
PRD22027,58637.68,61,387,22-03-2024 08:00
PRD38396,6024.03,66,260,24-07-2024 15:00
PRD65923,317935.35,60,967,03-10-2024 20:00
PRD34673,19661.23,71,725,24-02-2024 19:00
PRD52513,337154.63,39,352,13-02-2024 22:00
PRD26987,54180.8,75,848,02-02-2024 23:00
PRD38718,395222.16,28,15,07-03-2024 03:00
PRD46872,381890.45,50,687,09-03-2024 18:00
PRD37707,311099.15,47,682,15-04-2024 21:00
PRD66329,119772.48,50,77,27-09-2024 05:00
PRD99576,417930.36,48,825,25-02-2024 16:00
PRD32761,53101.19,64,388,22-10-2024 09:00
PRD95047,508691.83,31,510,03-08-2024 02:00
PRD79742,578686.23,32,764,12-08-2024 09:00
PRD43007,174109.64,67,736,18-07-2024 17:00
PRD24726,310852.53,36,177,19-08-2024 16:00
PRD15879,169761.68,52,377,06-05-2024 20:00
