OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,TotalAmount,City,SellerID
ORD0009764,2024-03-28,CUST001119,P00048,2,210.06,0.25,340.88,Indianapolis,SELL00944
ORD0086313,2024-04-16,CUST014013,P00020,1,359.19,0.0,386.72,San Francisco,SELL01730
ORD0021599,2020-02-25,CUST028486,P00016,1,315.07,0.25,238.71,Columbus,SELL01401
ORD0042159,2021-12-01,CUST000795,P00015,1,6.12,0.0,13.82,San Jose,SELL01549
ORD0015393,2022-02-01,CUST019849,P00029,3,314.89,0.0,1003.23,San Antonio,SELL01086
ORD0066782,2020-08-29,CUST040378,P00035,2,119.29,0.1,245.42,Seattle,SELL01175
ORD0074253,2022-08-07,CUST023297,P00016,3,240.57,0.0,783.25,Dallas,SELL01077
ORD0001092,2022-03-04,CUST031871,P00016,2,421.58,0.1,830.35,Dallas,SELL00908
ORD0020597,2020-06-26,CUST047134,P00038,5,169.65,0.15,761.89,San Antonio,SELL01009
ORD0017455,2023-07-20,CUST044023,P00030,3,199.93,0.1,575.27,San Francisco,SELL01848
ORD0098352,2020-09-14,CUST026908,P00033,4,297.32,0.0,1294.79,New York,SELL01191
ORD0004976,2023-10-09,CUST030587,P00044,1,452.4,0.1,441.98,Los Angeles,SELL01643
ORD0009923,2022-12-10,CUST004320,P00038,4,9.79,0.1,41.83,San Antonio,SELL00820
ORD0041205,2022-02-13,CUST017439,P00043,3,110.59,0.0,359.01,San Francisco,SELL01152
ORD0063979,2022-05-15,CUST000866,P00016,1,425.38,0.0,471.6,Seattle,SELL01969
ORD0014965,2021-05-14,CUST010101,P00031,4,379.65,0.0,1607.85,Columbus,SELL01381
ORD0018593,2024-08-19,CUST035815,P00038,4,411.56,0.1,1757.85,Fort Worth,SELL00283
ORD0077616,2020-12-16,CUST041109,P00002,2,452.72,0.0,957.44,Charlotte,SELL01198
ORD0059951,2024-09-19,CUST048508,P00023,1,117.37,0.05,130.78,Denver,SELL00142
ORD0037027,2021-09-20,CUST015082,P00025,1,10.39,0.2,10.91,Jacksonville,SELL00142
ORD0062880,2020-03-20,CUST043676,P00014,4,349.08,0.0,1476.69,Washington,SELL01746
ORD0067293,2022-12-22,CUST039291,P00035,5,493.65,0.2,2086.38,Los Angeles,SELL01615
ORD0039983,2021-07-03,CUST039487,P00048,4,179.74,0.0,854.36,Charlotte,SELL01778
ORD0054447,2023-03-31,CUST013257,P00024,4,565.8,0.3,1590.92,Denver,SELL01197
ORD0078747,2021-07-06,CUST001770,P00033,5,78.44,0.05,413.52,Phoenix,SELL00062
ORD0048476,2020-04-13,CUST012276,P00007,4,580.82,0.0,2745.78,Jacksonville,SELL01695
ORD0054410,2022-07-02,CUST010723,P00016,4,406.36,0.0,1829.89,San Antonio,SELL01790
ORD0058904,2020-11-03,CUST012465,P00016,3,392.35,0.0,1273.81,San Jose,SELL00462
ORD0050805,2020-11-17,CUST021479,P00006,2,593.76,0.1,1136.78,Chicago,SELL01832
ORD0014305,2022-05-05,CUST016918,P00012,3,588.17,0.05,1774.81,San Diego,SELL00964
ORD0053624,2021-10-22,CUST009614,P00024,3,470.9,0.05,1454.79,San Francisco,SELL00931
ORD0037638,2023-03-26,CUST012784,P00047,1,479.88,0.15,450.23,Los Angeles,SELL00481
ORD0038658,2022-04-25,CUST040944,P00049,5,582.89,0.15,2780.17,Dallas,SELL01425
ORD0060256,2023-12-03,CUST030620,P00016,3,99.59,0.1,292.41,Seattle,SELL00539
ORD0002531,2023-05-14,CUST010177,P00016,5,500.28,0.25,2107.16,New York,SELL01939
ORD0021256,2023-09-10,CUST029256,P00016,1,340.23,0.1,343.31,Phoenix,SELL01340
ORD0088493,2023-10-25,CUST008399,P00015,4,28.01,0.1,126.21,Dallas,SELL01251
ORD0047721,2021-04-12,CUST012298,P00005,5,257.83,0.0,1451.73,Fort Worth,SELL01502
ORD0051763,2021-06-01,CUST049617,P00043,4,525.63,0.0,2218.35,Austin,SELL00725
ORD0054409,2022-12-10,CUST048236,P00014,1,86.6,0.0,108.67,San Francisco,SELL00336
ORD0054133,2023-07-06,CUST042831,P00047,1,442.93,0.0,478.65,Phoenix,SELL01285
ORD0025160,2022-10-10,CUST012490,P00024,4,187.59,0.25,644.76,Jacksonville,SELL00324
ORD0032675,2021-02-01,CUST038920,P00004,4,188.83,0.0,852.25,Fort Worth,SELL00678
ORD0061824,2024-04-21,CUST003457,P00006,4,117.14,0.15,436.68,Fort Worth,SELL01604
ORD0054691,2024-10-16,CUST034665,P00020,4,572.12,0.0,2297.65,Washington,SELL01920
ORD0004196,2020-09-24,CUST048265,P00044,4,90.51,0.0,365.41,New York,SELL00644
ORD0052526,2024-03-20,CUST000655,P00036,3,103.65,0.05,333.11,Seattle,SELL00579
ORD0015845,2020-07-14,CUST038486,P00046,2,243.8,0.0,512.32,Fort Worth,SELL00797
ORD0012054,2022-11-17,CUST016352,P00009,4,559.92,0.05,2243.57,Jacksonville,SELL00199
ORD0036910,2024-02-02,CUST011878,P00001,2,522.56,0.15,890.38,Jacksonville,SELL01861
ORD0013133,2022-06-30,CUST018781,P00049,2,327.82,0.05,738.37,Denver,SELL01362
ORD0008933,2021-09-25,CUST045385,P00030,2,547.48,0.15,941.31,Washington,SELL00085
ORD0068535,2023-07-08,CUST035330,P00039,3,85.48,0.15,230.83,Austin,SELL00837
ORD0070099,2021-10-07,CUST003062,P00001,3,443.45,0.2,1149.97,Jacksonville,SELL01387
ORD0012326,2023-01-04,CUST032567,P00037,1,267.89,0.05,275.64,San Antonio,SELL00355
ORD0010430,2021-01-01,CUST033297,P00001,1,147.72,0.0,162.05,Los Angeles,SELL00255
ORD0022820,2022-10-04,CUST039757,P00006,1,579.78,0.0,612.34,Charlotte,SELL01770
ORD0038951,2024-02-19,CUST049628,P00008,2,63.03,0.0,133.99,Columbus,SELL00205
ORD0043546,2023-11-05,CUST010819,P00013,1,316.57,0.15,294.92,San Jose,SELL01627
ORD0017371,2023-06-22,CUST007720,P00019,1,199.06,0.1,197.39,Seattle,SELL00361
ORD0019804,2022-04-04,CUST023578,P00008,1,501.18,0.0,552.63,Charlotte,SELL00347
ORD0061238,2020-09-20,CUST049071,P00020,1,219.03,0.2,193.64,Phoenix,SELL00751
ORD0017948,2022-11-09,CUST016818,P00011,3,588.33,0.0,1979.39,San Diego,SELL01370
ORD0013656,2020-09-22,CUST026988,P00025,1,294.61,0.15,286.47,San Jose,SELL00887
ORD0010593,2023-11-17,CUST048779,P00032,3,114.51,0.0,363.73,Fort Worth,SELL01442
ORD0029268,2024-09-19,CUST001559,P00016,4,108.8,0.3,327.1,New York,SELL00067
ORD0065394,2021-05-13,CUST031426,P00016,3,112.21,0.1,328.41,Charlotte,SELL00660
ORD0025871,2022-03-08,CUST030582,P00005,3,427.91,0.05,1450.48,San Antonio,SELL01387
ORD0015404,2020-10-19,CUST024466,P00007,2,215.64,0.05,414.96,Chicago,SELL00071
ORD0096450,2021-11-22,CUST013835,P00025,1,94.78,0.2,98.02,Indianapolis,SELL00238
ORD0096854,2023-08-30,CUST017576,P00037,2,543.07,0.0,1148.42,Columbus,SELL01855
ORD0029041,2020-04-03,CUST018313,P00013,2,412.46,0.0,924.5,New York,SELL00258
ORD0020292,2024-02-16,CUST037120,P00034,5,448.71,0.0,2435.85,Dallas,SELL00899
ORD0001880,2024-06-19,CUST027064,P00029,3,303.32,0.25,690.23,San Antonio,SELL00344
ORD0029189,2020-08-31,CUST000619,P00049,3,559.13,0.25,1321.01,Los Angeles,SELL00464
ORD0057676,2023-06-27,CUST038235,P00003,4,65.79,0.05,273.99,San Antonio,SELL00948
ORD0061627,2024-04-28,CUST030934,P00043,5,581.01,0.0,3439.11,Washington,SELL00536
ORD0083963,2022-08-15,CUST017355,P00015,3,56.55,0.0,172.44,Philadelphia,SELL00978
ORD0058323,2020-06-09,CUST034222,P00039,1,547.01,0.0,559.71,Charlotte,SELL01781
ORD0089800,2024-03-25,CUST031819,P00004,1,578.81,0.0,632.13,Los Angeles,SELL00446
ORD0032057,2020-06-30,CUST000164,P00025,2,10.8,0.0,29.23,Houston,SELL01055
ORD0052661,2022-01-06,CUST010872,P00030,3,204.39,0.0,670.32,Seattle,SELL00257
ORD0072885,2023-02-25,CUST000498,P00001,5,188.09,0.1,961.39,Columbus,SELL01446
ORD0096478,2021-05-18,CUST046759,P00011,3,268.53,0.1,788.8,Chicago,SELL00155
ORD0091000,2020-09-21,CUST036912,P00026,2,588.63,0.2,944.32,Phoenix,SELL00196
ORD0054357,2021-05-20,CUST024816,P00012,3,265.39,0.1,807.14,New York,SELL00240
ORD0026622,2022-06-06,CUST017156,P00011,2,69.63,0.0,160.44,New York,SELL01448
ORD0048463,2021-05-28,CUST017229,P00010,2,365.8,0.1,701.64,San Antonio,SELL01880
ORD0074759,2023-03-23,CUST010697,P00024,2,227.49,0.1,491.56,San Francisco,SELL01129
ORD0037428,2022-06-29,CUST001616,P00032,1,360.46,0.1,392.47,Philadelphia,SELL01491
ORD0092358,2020-05-12,CUST025209,P00026,3,492.57,0.0,1553.68,Philadelphia,SELL01542
ORD0047556,2024-08-28,CUST017856,P00021,3,248.21,0.05,772.72,San Jose,SELL00460
ORD0083515,2022-03-30,CUST020933,P00001,1,179.41,0.1,172.31,Columbus,SELL00913
ORD0050506,2022-07-15,CUST048005,P00050,3,304.15,0.1,929.04,San Antonio,SELL01625
ORD0007539,2024-01-30,CUST048518,P00003,5,179.34,0.1,886.46,New York,SELL00654
ORD0057016,2021-10-01,CUST047555,P00038,5,438.2,0.3,1822.13,Indianapolis,SELL01432
ORD0068522,2022-03-02,CUST005114,P00045,1,397.8,0.1,396.72,Phoenix,SELL00858
ORD0047315,2020-04-25,CUST012824,P00041,2,528.51,0.2,897.64,Denver,SELL00144
ORD0032006,2023-10-18,CUST009713,P00044,1,567.43,0.05,595.51,Philadelphia,SELL00662
ORD0048684,2022-03-11,CUST038604,P00033,4,246.06,0.0,1035.65,San Francisco,SELL01214
ORD0028741,2021-09-24,CUST036628,P00006,4,116.24,0.25,366.96,Washington,SELL01832
ORD0074458,2024-04-24,CUST027327,P00018,1,160.69,0.0,177.89,Denver,SELL00264
ORD0098127,2022-07-16,CUST004542,P00011,1,66.31,0.05,68.93,Jacksonville,SELL00043
ORD0059648,2022-01-12,CUST031812,P00028,3,386.36,0.0,1252.22,Austin,SELL01183
ORD0034715,2023-10-10,CUST012152,P00012,4,147.15,0.2,518.22,Charlotte,SELL00733
ORD0076438,2024-04-12,CUST026336,P00002,3,60.66,0.05,196.24,San Diego,SELL01934
ORD0094548,2024-11-02,CUST003497,P00022,4,76.02,0.05,337.41,San Jose,SELL00177
ORD0099003,2020-02-07,CUST043160,P00028,1,449.67,0.0,508.84,Denver,SELL00986
ORD0046634,2022-04-05,CUST020276,P00030,4,94.93,0.3,280.83,San Jose,SELL00065
ORD0084956,2024-10-09,CUST038895,P00008,4,206.68,0.15,739.86,Dallas,SELL00627
ORD0074834,2020-01-04,CUST020244,P00018,2,564.03,0.0,1339.21,San Diego,SELL00112
ORD0090899,2021-09-30,CUST016713,P00013,3,372.04,0.0,1262.37,Denver,SELL01191
ORD0052378,2023-09-28,CUST023049,P00013,3,174.31,0.25,415.82,Seattle,SELL00987
ORD0093243,2024-09-03,CUST049226,P00004,2,271.21,0.05,552.06,San Diego,SELL00179
ORD0047100,2023-10-05,CUST041857,P00037,4,43.17,0.25,147.64,Indianapolis,SELL00589
ORD0038754,2022-07-03,CUST043094,P00041,2,452.02,0.3,697.32,Seattle,SELL00156
ORD0005223,2023-04-29,CUST016157,P00024,3,437.7,0.2,1140.48,Fort Worth,SELL00772
ORD0094199,2023-01-24,CUST018426,P00018,3,339.83,0.05,1149.35,Austin,SELL00005
ORD0005712,2021-04-29,CUST033954,P00009,1,501.77,0.05,534.29,Chicago,SELL01689
ORD0050652,2024-09-10,CUST040829,P00033,4,459.93,0.05,2062.44,Indianapolis,SELL00434
ORD0076659,2021-07-27,CUST048509,P00003,2,568.37,0.0,1275.26,Dallas,SELL00071
ORD0011584,2021-10-14,CUST039952,P00015,2,216.06,0.15,389.63,San Jose,SELL00298
ORD0097266,2020-02-16,CUST002143,P00002,4,95.92,0.3,325.02,Denver,SELL00326
ORD0095009,2023-09-03,CUST007897,P00043,1,230.82,0.05,231.96,Columbus,SELL01037
ORD0000986,2020-04-27,CUST035716,P00006,5,94.26,0.05,459.22,Columbus,SELL00162
ORD0059150,2022-03-24,CUST027950,P00004,5,435.5,0.3,1603.3,Indianapolis,SELL00513
ORD0035929,2024-07-08,CUST024873,P00004,4,532.73,0.3,1623.76,Charlotte,SELL00523
ORD0005620,2022-04-02,CUST014366,P00008,5,322.31,0.05,1661.12,San Jose,SELL01184
ORD0018913,2020-02-06,CUST013695,P00030,5,561.89,0.1,2666.76,San Jose,SELL00958
ORD0012299,2023-07-23,CUST001105,P00044,3,464.59,0.0,1510.6,Los Angeles,SELL01730
ORD0058509,2021-08-09,CUST019658,P00005,1,22.21,0.2,22.72,San Antonio,SELL01047
ORD0023608,2024-11-29,CUST049002,P00009,3,398.74,0.1,1207.44,Fort Worth,SELL01172
ORD0010927,2024-03-07,CUST039216,P00049,5,361.59,0.1,1921.66,Chicago,SELL00271
ORD0068093,2022-07-26,CUST024965,P00013,4,545.66,0.0,2369.87,San Diego,SELL01593
ORD0023196,2024-02-29,CUST021362,P00032,4,496.78,0.15,1692.01,New York,SELL00566
ORD0064640,2022-12-31,CUST043138,P00017,5,204.88,0.15,948.15,Philadelphia,SELL01788
ORD0054710,2022-06-27,CUST046995,P00022,4,456.35,0.05,1954.11,Austin,SELL01495
ORD0095129,2023-02-08,CUST000730,P00005,1,573.04,0.0,605.28,Dallas,SELL00885
ORD0075085,2020-01-28,CUST002547,P00045,3,12.63,0.0,44.42,Jacksonville,SELL01175
ORD0042777,2021-02-24,CUST008256,P00014,2,505.64,0.25,811.31,Washington,SELL00697
ORD0069169,2023-09-27,CUST045287,P00046,3,314.54,0.05,953.15,Washington,SELL01725
ORD0033990,2023-01-19,CUST007579,P00036,1,186.95,0.0,199.24,Charlotte,SELL01627
ORD0093112,2021-10-26,CUST023143,P00036,3,313.08,0.1,948.32,San Diego,SELL01308
ORD0010964,2022-03-28,CUST040513,P00016,2,559.99,0.05,1158.84,Charlotte,SELL01151
ORD0049020,2021-01-05,CUST018237,P00047,5,30.17,0.15,148.22,Columbus,SELL00025
ORD0070585,2021-03-27,CUST014438,P00034,3,591.23,0.0,1928.75,Washington,SELL00182
ORD0010300,2021-06-03,CUST023037,P00043,1,45.28,0.1,43.1,Los Angeles,SELL00918
ORD0057344,2023-02-17,CUST028808,P00008,5,262.81,0.0,1427.38,Jacksonville,SELL01045
ORD0076300,2023-04-21,CUST031502,P00020,5,550.9,0.05,3087.84,New York,SELL00262
ORD0078558,2022-06-19,CUST049620,P00035,5,29.09,0.25,124.94,Dallas,SELL00863
ORD0049873,2023-08-08,CUST047125,P00026,1,591.24,0.05,633.9,Washington,SELL00252
ORD0023755,2020-07-13,CUST008800,P00031,1,517.63,0.1,491.12,Philadelphia,SELL00841
ORD0017709,2023-12-14,CUST032859,P00024,1,215.25,0.1,212.64,Washington,SELL00176
ORD0020777,2020-08-10,CUST012160,P00033,4,523.89,0.0,2360.86,Columbus,SELL00574
ORD0023918,2024-04-19,CUST002706,P00010,5,39.95,0.0,221.91,Seattle,SELL00327
ORD0057505,2024-05-05,CUST039605,P00018,5,513.66,0.0,2570.69,San Antonio,SELL00534
ORD0085689,2022-08-31,CUST008291,P00031,4,433.36,0.0,1741.04,San Diego,SELL00909
ORD0034277,2021-12-26,CUST018891,P00033,2,462.57,0.1,945.37,Austin,SELL01629
ORD0002340,2021-05-29,CUST012303,P00001,3,296.66,0.2,778.62,Philadelphia,SELL00171
ORD0054623,2023-03-29,CUST045754,P00024,5,510.82,0.2,2212.79,Chicago,SELL01572
ORD0086703,2023-08-29,CUST024089,P00043,4,563.26,0.15,2070.98,San Antonio,SELL01300
ORD0071317,2022-07-23,CUST027874,P00034,4,103.02,0.15,381.55,Columbus,SELL00411
ORD0088929,2020-10-18,CUST015094,P00040,5,478.43,0.3,1978.84,Fort Worth,SELL00210
ORD0046949,2022-04-11,CUST022861,P00025,5,563.66,0.25,2288.78,Philadelphia,SELL00553
ORD0058472,2022-06-05,CUST047395,P00025,4,155.89,0.0,681.27,Phoenix,SELL00002
ORD0059277,2021-01-18,CUST033719,P00040,3,482.97,0.0,1527.81,Fort Worth,SELL01781
ORD0013859,2021-07-31,CUST042026,P00001,1,299.57,0.0,325.34,Denver,SELL00686
ORD0074731,2024-03-22,CUST022880,P00048,4,36.44,0.0,167.76,Washington,SELL01598
ORD0052299,2024-09-19,CUST035131,P00028,3,564.31,0.0,1705.54,Seattle,SELL01166
ORD0055928,2024-10-26,CUST048375,P00039,4,281.52,0.05,1074.55,Houston,SELL00078
ORD0052003,2024-01-23,CUST043804,P00048,2,89.81,0.05,181.06,San Diego,SELL01631
ORD0000981,2024-04-23,CUST018809,P00031,1,210.25,0.0,221.97,San Diego,SELL00865
ORD0035396,2023-05-07,CUST037024,P00028,5,269.56,0.1,1361.77,Charlotte,SELL01254
ORD0058381,2020-02-01,CUST002148,P00027,1,355.5,0.0,386.71,Austin,SELL01097
ORD0044244,2024-03-27,CUST023261,P00004,1,141.11,0.0,180.11,Chicago,SELL00064
ORD0008746,2020-06-03,CUST007102,P00033,1,432.1,0.0,476.22,San Antonio,SELL00722
ORD0096759,2020-01-13,CUST038818,P00041,5,484.22,0.25,2153.73,Washington,SELL00522
ORD0045068,2022-02-02,CUST037189,P00044,5,311.18,0.15,1483.06,San Jose,SELL00889
ORD0024251,2023-09-17,CUST030268,P00048,3,62.3,0.1,196.76,Philadelphia,SELL00461
ORD0043812,2024-03-05,CUST024987,P00030,2,432.49,0.25,737.58,Houston,SELL01175
ORD0035987,2021-01-18,CUST008872,P00031,3,251.79,0.05,777.8,Columbus,SELL00252
ORD0073843,2024-10-04,CUST047369,P00007,1,295.77,0.0,322.43,San Francisco,SELL01169
ORD0013564,2020-05-23,CUST001845,P00016,3,393.21,0.0,1327.63,Chicago,SELL01439
ORD0072262,2023-07-19,CUST016088,P00024,1,596.36,0.15,560.13,Houston,SELL01621
ORD0070238,2021-05-03,CUST003211,P00032,4,456.9,0.0,1927.49,Houston,SELL00728
ORD0002784,2023-04-05,CUST005516,P00039,2,451.6,0.0,978.0,San Diego,SELL00749
ORD0041277,2024-10-16,CUST039231,P00046,3,226.3,0.0,768.54,San Antonio,SELL00489
ORD0032902,2020-09-25,CUST016370,P00020,1,25.83,0.05,28.98,Fort Worth,SELL00209
ORD0097033,2022-10-08,CUST039368,P00030,4,359.95,0.05,1621.48,Chicago,SELL00569
ORD0006668,2024-02-03,CUST023346,P00045,3,259.51,0.0,928.76,Chicago,SELL01844
ORD0023194,2022-07-22,CUST011748,P00013,3,85.68,0.0,276.71,New York,SELL01747
ORD0060274,2021-01-21,CUST045015,P00049,2,427.8,0.0,903.77,Indianapolis,SELL01042
ORD0076559,2023-11-10,CUST032903,P00011,5,220.42,0.15,1116.85,San Francisco,SELL00676
ORD0008765,2022-03-20,CUST007430,P00050,2,168.42,0.1,332.27,Philadelphia,SELL00016
ORD0049448,2021-08-27,CUST018027,P00036,3,9.47,0.0,33.94,Fort Worth,SELL00135
ORD0032227,2024-09-25,CUST000528,P00037,1,413.64,0.05,472.45,Indianapolis,SELL00626
ORD0052827,2024-09-03,CUST020139,P00022,2,12.4,0.15,28.14,Philadelphia,SELL01404
ORD0096010,2023-11-15,CUST020401,P00035,5,113.94,0.25,466.6,Charlotte,SELL01224
ORD0006271,2021-08-06,CUST011370,P00040,5,221.29,0.1,1125.38,Washington,SELL00543
ORD0068672,2022-01-17,CUST045350,P00003,3,227.93,0.2,595.69,San Jose,SELL00591
ORD0027412,2023-06-08,CUST029988,P00025,1,276.05,0.25,235.33,Phoenix,SELL00576
ORD0036458,2024-12-29,CUST016441,P00001,1,173.73,0.05,176.41,Chicago,SELL00640
ORD0040212,2020-05-13,CUST026289,P00030,4,226.67,0.05,1022.11,Chicago,SELL00699
ORD0092177,2024-12-15,CUST041548,P00023,4,589.68,0.05,2363.53,Washington,SELL01629
ORD0054580,2021-08-29,CUST019093,P00027,2,397.95,0.05,819.5,Washington,SELL01059
ORD0085061,2022-09-02,CUST046012,P00014,1,123.64,0.15,118.47,Houston,SELL00081
ORD0028006,2023-01-07,CUST024717,P00035,1,302.46,0.15,295.42,San Jose,SELL01949
ORD0038528,2023-01-27,CUST044453,P00011,2,20.18,0.15,39.56,Austin,SELL00107
ORD0036533,2021-09-10,CUST030805,P00025,1,6.35,0.0,6.64,Houston,SELL01997
ORD0098542,2023-08-23,CUST032250,P00003,2,92.76,0.0,218.09,Dallas,SELL01160
ORD0068527,2021-11-27,CUST021200,P00004,1,92.78,0.25,78.31,Fort Worth,SELL01734
ORD0070807,2024-01-27,CUST030114,P00020,5,114.85,0.05,657.27,San Antonio,SELL00421
ORD0078446,2024-01-14,CUST035292,P00039,4,254.56,0.05,1054.8,Austin,SELL01475
ORD0053064,2023-03-04,CUST005194,P00039,3,419.36,0.3,936.95,Fort Worth,SELL01572
ORD0038425,2020-10-03,CUST006088,P00024,2,318.91,0.05,648.81,Phoenix,SELL00328
ORD0061543,2024-01-01,CUST013763,P00033,1,536.98,0.0,582.56,Fort Worth,SELL01923
ORD0065199,2022-07-22,CUST004533,P00027,1,90.56,0.0,110.47,Charlotte,SELL00307
ORD0050365,2022-06-16,CUST027647,P00039,4,275.87,0.05,1139.28,Los Angeles,SELL00396
ORD0011747,2023-09-26,CUST024027,P00014,4,48.89,0.1,202.31,Jacksonville,SELL01985
ORD0004025,2021-06-16,CUST032685,P00014,4,499.5,0.0,2164.68,Houston,SELL00132
ORD0003571,2020-07-23,CUST038315,P00004,1,233.59,0.2,210.6,San Francisco,SELL00012
ORD0023810,2021-12-06,CUST043723,P00048,3,213.53,0.3,502.68,Austin,SELL00482
ORD0030095,2021-03-20,CUST026405,P00042,4,205.67,0.1,842.83,Fort Worth,SELL01297
ORD0080830,2023-03-02,CUST039897,P00016,3,258.27,0.0,839.94,Fort Worth,SELL00409
ORD0034223,2024-03-13,CUST013502,P00029,2,105.19,0.05,237.81,San Francisco,SELL00279
ORD0030687,2024-01-04,CUST047141,P00049,3,188.92,0.2,500.04,San Francisco,SELL01316
ORD0025972,2024-01-31,CUST020182,P00014,3,44.61,0.0,154.07,Dallas,SELL00741
ORD0003314,2021-10-24,CUST032557,P00010,3,57.21,0.15,155.14,Phoenix,SELL00072
ORD0058488,2023-10-30,CUST031606,P00031,4,458.02,0.05,1839.04,Washington,SELL01196
ORD0053394,2020-06-14,CUST018150,P00050,4,477.31,0.05,1915.96,Austin,SELL00297
ORD0000615,2021-06-05,CUST047044,P00050,3,20.24,0.2,65.61,San Francisco,SELL01688
ORD0058594,2023-01-26,CUST041445,P00008,4,67.72,0.05,285.05,Washington,SELL01470
ORD0010367,2024-03-18,CUST033852,P00012,5,45.82,0.0,250.88,Dallas,SELL01564
ORD0079697,2021-03-22,CUST020406,P00047,3,403.42,0.0,1273.21,New York,SELL00729
ORD0030398,2024-01-31,CUST005343,P00033,4,453.85,0.25,1433.61,San Antonio,SELL00496
ORD0067237,2024-05-11,CUST039574,P00046,3,15.6,0.15,42.22,Dallas,SELL01306
ORD0029940,2021-06-12,CUST035614,P00012,2,510.45,0.15,1028.08,Denver,SELL01976
ORD0088898,2021-05-01,CUST017152,P00022,2,451.38,0.2,768.21,San Diego,SELL01075
ORD0055538,2024-08-07,CUST006482,P00046,1,397.31,0.15,368.78,Charlotte,SELL00170
ORD0079825,2023-06-24,CUST031287,P00047,3,303.99,0.3,701.07,Indianapolis,SELL01811
ORD0064726,2023-06-25,CUST046595,P00049,4,210.56,0.1,861.96,San Diego,SELL00283
ORD0026567,2020-11-17,CUST045930,P00020,3,553.92,0.0,1861.96,Seattle,SELL00781
ORD0062677,2022-03-12,CUST031247,P00023,5,526.66,0.05,2516.31,Chicago,SELL00273
ORD0004194,2020-09-14,CUST031897,P00021,2,304.89,0.0,645.94,Los Angeles,SELL01214
ORD0012072,2022-02-07,CUST048187,P00044,3,127.22,0.25,313.88,Los Angeles,SELL01651
ORD0031428,2020-08-04,CUST025526,P00029,4,550.76,0.1,2153.88,Jacksonville,SELL01075
ORD0021261,2024-08-21,CUST008885,P00003,3,471.13,0.0,1487.45,San Jose,SELL00947
ORD0008664,2024-01-05,CUST029706,P00013,4,591.22,0.0,2490.52,Indianapolis,SELL01953
ORD0086350,2020-03-24,CUST016682,P00041,4,537.19,0.1,2178.24,Fort Worth,SELL01764
ORD0029953,2021-09-01,CUST019967,P00008,3,126.4,0.0,415.16,Houston,SELL00348
ORD0021052,2024-11-19,CUST038139,P00032,4,478.33,0.2,1813.08,San Francisco,SELL01023
ORD0070629,2020-06-23,CUST033133,P00030,2,386.27,0.0,822.68,Jacksonville,SELL01739
ORD0091126,2023-09-19,CUST040228,P00002,1,589.31,0.05,612.64,Columbus,SELL01749
ORD0054638,2020-07-28,CUST029316,P00045,2,55.87,0.0,124.39,Jacksonville,SELL00157
ORD0060285,2024-09-20,CUST002429,P00024,4,371.54,0.1,1417.39,San Jose,SELL00171
ORD0094883,2022-03-21,CUST035325,P00021,2,494.46,0.05,987.6,Seattle,SELL01264
ORD0039695,2021-12-17,CUST049978,P00015,1,7.13,0.05,12.41,New York,SELL01174
ORD0026238,2024-12-15,CUST016635,P00022,5,300.75,0.1,1521.86,Columbus,SELL00964
ORD0038723,2024-09-20,CUST013204,P00024,1,334.45,0.0,346.71,Los Angeles,SELL00135
ORD0092343,2022-07-31,CUST021322,P00049,2,322.99,0.0,777.05,Seattle,SELL00854
ORD0042593,2022-05-20,CUST046610,P00038,1,201.24,0.15,211.96,New York,SELL00713
ORD0072270,2020-06-11,CUST011601,P00029,3,461.78,0.1,1253.36,Dallas,SELL00238
ORD0097317,2020-05-17,CUST011699,P00015,2,191.17,0.0,390.65,Philadelphia,SELL01590
ORD0091341,2023-12-17,CUST022168,P00028,5,460.73,0.05,2307.14,San Antonio,SELL01341
ORD0099433,2021-08-23,CUST017084,P00008,3,190.38,0.1,548.35,San Antonio,SELL01213
ORD0096992,2021-02-13,CUST028493,P00050,1,480.69,0.0,486.21,Washington,SELL00102
ORD0094189,2020-03-18,CUST000285,P00027,3,547.34,0.0,1653.83,Austin,SELL00654
ORD0000897,2024-09-23,CUST025697,P00038,3,72.78,0.0,245.53,Houston,SELL01517
ORD0067302,2021-10-28,CUST031609,P00044,4,351.49,0.05,1402.45,San Francisco,SELL01804
ORD0053922,2020-03-15,CUST025835,P00023,4,154.83,0.0,654.23,Los Angeles,SELL01771
ORD0097621,2024-09-11,CUST003430,P00010,5,385.23,0.0,2286.07,New York,SELL01150
ORD0021378,2021-02-02,CUST005295,P00036,2,299.11,0.2,506.68,San Jose,SELL00538
ORD0016541,2024-07-04,CUST039300,P00028,4,442.74,0.05,1992.32,Phoenix,SELL00618
ORD0081012,2021-03-29,CUST016515,P00033,4,258.51,0.0,1094.78,Los Angeles,SELL01141
ORD0041409,2024-09-14,CUST002042,P00034,1,595.73,0.1,591.71,Chicago,SELL00583
ORD0092612,2022-10-23,CUST009873,P00006,2,93.35,0.15,169.22,Fort Worth,SELL00157
ORD0039796,2022-04-18,CUST015850,P00038,3,47.93,0.1,135.85,Jacksonville,SELL00236
ORD0035380,2020-05-12,CUST031797,P00038,4,27.58,0.25,89.98,San Diego,SELL00834
ORD0027228,2024-08-05,CUST013287,P00038,3,478.63,0.05,1441.58,Seattle,SELL01955
ORD0007113,2023-08-27,CUST016872,P00023,3,352.15,0.05,1190.08,Phoenix,SELL00917
