Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Competitor Pricing,Seasonality,Demand
2022-01-21,S003,P0006,Toys,East,241,50,0,31.65,10,Snowy,27.21,Winter,51
2022-01-21,S003,P0007,Groceries,East,814,78,0,15.8,10,Snowy,13.68,Winter,105
2022-01-21,S003,P0008,Clothing,East,153,153,0,124.75,10,Snowy,117.95,Winter,137
2022-01-21,S003,P0009,Groceries,East,110,73,105,47.74,20,Snowy,46.13,Winter,112
2022-01-21,S003,P0010,Groceries,East,104,87,84,32.59,10,Snowy,39.34,Winter,75
2022-01-21,S003,P0011,Electronics,East,184,35,0,106.46,0,Snowy,124.07,Winter,53
2022-01-21,S003,P0012,Furniture,East,293,69,0,97.75,0,Snowy,112.47,Winter,72
2022-01-21,S003,P0013,Groceries,East,495,64,0,56.63,15,Snowy,62.36,Winter,72
2022-01-21,S003,P0014,Groceries,East,319,146,0,117.62,0,Snowy,109.96,Winter,151
2022-01-21,S003,P0015,Groceries,East,221,102,0,112.12,0,Snowy,129.9,Winter,141
2022-01-21,S003,P0016,Electronics,East,223,65,0,87.8,10,Snowy,102.88,Winter,87
2022-01-21,S003,P0017,Furniture,East,451,72,0,105.13,15,Snowy,112.21,Winter,79
2022-01-21,S003,P0018,Furniture,East,398,86,0,134.0,5,Snowy,148.69,Winter,88
2022-01-21,S003,P0019,Groceries,East,66,66,139,59.2,15,Snowy,52.07,Winter,158
2022-01-21,S003,P0020,Clothing,East,807,38,0,65.83,0,Snowy,61.26,Winter,48
2022-01-21,S004,P0001,Groceries,West,651,89,0,12.44,5,Sunny,12.36,Winter,134
2022-01-21,S004,P0002,Groceries,West,302,52,0,18.35,0,Sunny,19.74,Winter,69
2022-01-21,S004,P0003,Furniture,West,144,56,0,145.4,0,Sunny,124.59,Winter,71
2022-01-21,S004,P0004,Groceries,West,252,82,0,48.41,0,Sunny,57.5,Winter,68
2022-01-21,S004,P0005,Clothing,West,127,117,127,76.26,10,Sunny,82.97,Winter,144
2022-01-21,S004,P0006,Groceries,West,235,102,0,41.53,5,Sunny,48.91,Winter,157
2022-01-21,S004,P0007,Groceries,West,631,177,823,37.73,15,Sunny,35.57,Winter,240
2022-01-21,S004,P0008,Furniture,West,124,32,0,74.87,15,Sunny,67.79,Winter,32
2022-01-21,S004,P0009,Clothing,West,92,92,0,97.51,25,Sunny,89.48,Winter,116
2022-01-21,S004,P0010,Groceries,West,105,94,0,26.78,0,Sunny,29.58,Winter,108
2022-01-21,S004,P0011,Clothing,West,329,131,0,56.98,10,Sunny,68.57,Winter,114
2022-01-21,S004,P0012,Electronics,West,75,75,125,121.4,0,Sunny,129.41,Winter,111
2022-01-21,S004,P0013,Groceries,West,52,52,0,22.9,15,Sunny,22.88,Winter,172
2022-01-21,S004,P0014,Furniture,West,153,90,200,180.83,10,Sunny,167.04,Winter,113
2022-01-21,S004,P0015,Furniture,West,233,80,0,91.09,10,Sunny,82.58,Winter,72
2022-01-21,S004,P0016,Furniture,West,125,96,0,127.81,0,Sunny,121.03,Winter,82
2022-01-21,S004,P0017,Clothing,West,220,220,236,101.14,25,Sunny,121.63,Winter,210
2022-01-21,S004,P0018,Furniture,West,118,61,61,153.64,5,Sunny,162.54,Winter,75
2022-01-21,S004,P0019,Clothing,West,184,77,0,44.06,20,Sunny,47.9,Winter,71
2022-01-21,S004,P0020,Furniture,West,145,60,0,114.74,10,Sunny,128.82,Winter,67
2022-01-21,S005,P0001,Groceries,North,385,98,0,11.83,5,Sunny,13.66,Winter,109
2022-01-21,S005,P0002,Electronics,North,559,66,0,36.9,10,Sunny,34.06,Winter,77
2022-01-21,S005,P0003,Toys,North,172,125,126,30.04,10,Sunny,28.29,Winter,109
2022-01-21,S005,P0004,Groceries,North,112,78,87,7.83,0,Sunny,6.68,Winter,88
2022-01-21,S005,P0005,Groceries,North,520,184,0,17.98,10,Sunny,21.29,Winter,166
2022-01-21,S005,P0006,Groceries,North,498,73,0,61.56,5,Sunny,53.25,Winter,108
2022-01-21,S005,P0007,Groceries,North,295,144,275,86.4,10,Sunny,95.31,Winter,149
2022-01-21,S005,P0008,Groceries,North,217,165,170,67.44,15,Sunny,74.29,Winter,178
2022-01-21,S005,P0009,Groceries,North,559,78,0,76.2,25,Sunny,72.86,Winter,100
2022-01-21,S005,P0010,Groceries,North,410,144,0,60.53,10,Sunny,69.97,Winter,136
2022-01-21,S005,P0011,Electronics,North,455,55,0,83.64,0,Sunny,72.93,Winter,91
2022-01-21,S005,P0012,Furniture,North,528,106,0,144.08,0,Sunny,161.79,Winter,106
2022-01-21,S005,P0013,Groceries,North,304,94,270,57.03,20,Sunny,60.59,Winter,85
2022-01-21,S005,P0014,Furniture,North,336,85,363,194.06,10,Sunny,165.53,Winter,141
2022-01-21,S005,P0015,Groceries,North,517,92,0,52.26,0,Sunny,45.5,Winter,95
2022-01-21,S005,P0016,Toys,North,335,75,304,38.49,5,Sunny,37.76,Winter,125
2022-01-21,S005,P0017,Toys,North,117,117,216,46.6,10,Sunny,55.3,Winter,208
2022-01-21,S005,P0018,Clothing,North,206,146,170,26.61,5,Sunny,23.08,Winter,162
2022-01-21,S005,P0019,Furniture,North,171,171,282,141.96,20,Sunny,153.11,Winter,151
2022-01-21,S005,P0020,Toys,North,115,79,103,34.16,0,Sunny,32.33,Winter,110
2022-01-22,S001,P0001,Electronics,North,196,87,181,77.18,0,Sunny,74.8,Winter,102
2022-01-22,S001,P0002,Clothing,North,116,116,193,66.93,25,Sunny,79.55,Winter,205
2022-01-22,S001,P0003,Clothing,North,275,133,1005,60.89,20,Sunny,67.18,Winter,210
2022-01-22,S001,P0004,Electronics,North,230,58,0,94.91,10,Sunny,112.64,Winter,88
2022-01-22,S001,P0005,Groceries,North,386,130,951,72.16,10,Sunny,79.81,Winter,205
2022-01-22,S001,P0006,Toys,North,542,105,0,49.18,0,Sunny,54.89,Winter,154
2022-01-22,S001,P0007,Groceries,North,242,120,0,24.37,5,Sunny,28.83,Winter,108
2022-01-22,S001,P0008,Electronics,North,96,74,134,45.83,10,Sunny,39.51,Winter,118
2022-01-22,S001,P0009,Clothing,North,226,123,0,87.09,5,Sunny,100.08,Winter,103
2022-01-22,S001,P0010,Furniture,North,655,57,0,117.89,10,Sunny,125.5,Winter,80
2022-01-22,S001,P0011,Furniture,North,281,92,0,166.96,0,Sunny,182.64,Winter,83
2022-01-22,S001,P0012,Groceries,North,228,109,0,83.05,10,Sunny,70.7,Winter,116
2022-01-22,S001,P0013,Toys,North,185,51,0,25.15,25,Sunny,21.51,Winter,83
2022-01-22,S001,P0014,Groceries,North,818,58,0,68.58,0,Sunny,62.99,Winter,66
2022-01-22,S001,P0015,Toys,North,103,103,128,14.62,25,Sunny,13.24,Winter,141
2022-01-22,S001,P0016,Groceries,North,173,173,640,49.32,10,Sunny,45.57,Winter,201
2022-01-22,S001,P0017,Toys,North,151,84,0,19.24,10,Sunny,22.94,Winter,77
2022-01-22,S001,P0018,Groceries,North,117,105,116,69.83,0,Sunny,61.27,Winter,126
2022-01-22,S001,P0019,Furniture,North,195,88,0,115.87,15,Sunny,128.8,Winter,133
2022-01-22,S001,P0020,Furniture,North,197,87,0,128.56,15,Sunny,113.54,Winter,132
2022-01-22,S002,P0001,Groceries,South,175,78,0,89.97,0,Cloudy,80.55,Winter,115
2022-01-22,S002,P0002,Toys,South,330,133,323,31.7,25,Cloudy,35.12,Winter,178
2022-01-22,S002,P0003,Groceries,South,315,101,302,71.35,15,Cloudy,84.44,Winter,109
2022-01-22,S002,P0004,Groceries,South,739,93,0,42.16,10,Cloudy,37.11,Winter,115
2022-01-22,S002,P0005,Electronics,South,523,140,391,89.78,15,Cloudy,81.22,Winter,120
2022-01-22,S002,P0006,Clothing,South,84,84,87,66.14,5,Cloudy,56.63,Winter,98
2022-01-22,S002,P0007,Toys,South,478,108,0,28.25,5,Cloudy,25.9,Winter,92
2022-01-22,S002,P0008,Groceries,South,223,64,0,23.86,10,Cloudy,23.45,Winter,91
2022-01-22,S002,P0009,Groceries,South,279,80,0,55.91,10,Cloudy,60.0,Winter,97
2022-01-22,S002,P0010,Groceries,South,176,159,140,86.81,20,Cloudy,91.96,Winter,165
2022-01-22,S002,P0011,Groceries,South,709,141,0,102.41,5,Cloudy,120.58,Winter,138
2022-01-22,S002,P0012,Electronics,South,425,88,454,75.17,0,Cloudy,65.59,Winter,106
2022-01-22,S002,P0013,Groceries,South,229,206,0,29.64,10,Cloudy,31.38,Winter,245
2022-01-22,S002,P0014,Electronics,South,1025,89,0,116.47,10,Cloudy,123.7,Winter,106
2022-01-22,S002,P0015,Clothing,South,364,197,0,67.26,25,Cloudy,72.55,Winter,187
2022-01-22,S002,P0016,Clothing,South,348,61,0,70.01,20,Cloudy,68.59,Winter,77
2022-01-22,S002,P0017,Toys,South,661,96,0,22.2,5,Cloudy,24.66,Winter,129
2022-01-22,S002,P0018,Clothing,South,74,74,110,29.56,10,Cloudy,27.68,Winter,132
2022-01-22,S002,P0019,Clothing,South,410,88,0,75.52,25,Cloudy,71.21,Winter,123
2022-01-22,S002,P0020,Furniture,South,217,90,405,136.22,15,Cloudy,164.78,Winter,140
2022-01-22,S003,P0001,Toys,East,266,64,0,15.04,5,Snowy,16.89,Winter,77
2022-01-22,S003,P0002,Groceries,East,304,163,0,56.88,15,Snowy,68.81,Winter,155
2022-01-22,S003,P0003,Electronics,East,142,142,204,108.39,15,Snowy,106.13,Winter,201
2022-01-22,S003,P0004,Groceries,East,543,94,0,21.22,10,Snowy,23.94,Winter,104
2022-01-22,S003,P0005,Toys,East,145,87,0,20.04,15,Snowy,19.86,Winter,91
2022-01-22,S003,P0006,Toys,East,191,52,0,30.75,10,Snowy,36.5,Winter,56
2022-01-22,S003,P0007,Groceries,East,736,155,788,21.18,0,Snowy,18.69,Winter,169
2022-01-22,S003,P0008,Clothing,East,272,129,188,117.03,10,Snowy,106.49,Winter,116
2022-01-22,S003,P0009,Groceries,East,142,63,0,47.28,5,Snowy,53.77,Winter,73
2022-01-22,S003,P0010,Groceries,East,101,101,156,44.1,10,Snowy,39.13,Winter,155
2022-01-22,S003,P0011,Electronics,East,149,69,206,122.32,0,Snowy,139.36,Winter,92
2022-01-22,S003,P0012,Furniture,East,224,81,146,94.34,5,Snowy,105.97,Winter,76
2022-01-22,S003,P0013,Groceries,East,431,68,0,61.15,10,Snowy,52.55,Winter,63
2022-01-22,S003,P0014,Groceries,East,173,128,0,98.72,0,Snowy,108.37,Winter,110
2022-01-22,S003,P0015,Groceries,East,119,119,0,120.71,10,Snowy,145.86,Winter,209
2022-01-22,S003,P0016,Electronics,East,513,78,0,84.05,25,Snowy,79.31,Winter,114
2022-01-22,S003,P0017,Furniture,East,379,68,358,133.81,5,Snowy,121.7,Winter,103
2022-01-22,S003,P0018,Furniture,East,312,92,0,141.63,5,Snowy,130.62,Winter,89
2022-01-22,S003,P0019,Groceries,East,139,91,144,51.9,20,Snowy,58.15,Winter,151
2022-01-22,S003,P0020,Clothing,East,769,90,0,61.39,15,Snowy,66.92,Winter,87
2022-01-22,S004,P0001,Groceries,West,562,109,0,10.85,10,Sunny,10.76,Winter,108
2022-01-22,S004,P0002,Groceries,West,250,121,191,18.71,15,Sunny,16.06,Winter,107
2022-01-22,S004,P0003,Furniture,West,267,72,359,127.81,20,Sunny,154.49,Winter,114
2022-01-22,S004,P0004,Groceries,West,170,128,0,49.53,20,Sunny,43.17,Winter,127
2022-01-22,S004,P0005,Clothing,West,137,137,228,82.88,15,Sunny,91.67,Winter,196
2022-01-22,S004,P0006,Groceries,West,607,80,0,34.38,10,Sunny,40.02,Winter,111
2022-01-22,S004,P0007,Groceries,West,454,71,0,26.86,10,Sunny,31.02,Winter,110
2022-01-22,S004,P0008,Furniture,West,92,83,59,93.27,5,Sunny,107.98,Winter,73
2022-01-22,S004,P0009,Clothing,West,370,60,0,99.29,10,Sunny,91.66,Winter,68
2022-01-22,S004,P0010,Groceries,West,613,122,0,24.92,15,Sunny,21.76,Winter,120
2022-01-22,S004,P0011,Clothing,West,929,54,0,49.27,10,Sunny,58.04,Winter,71
2022-01-22,S004,P0012,Electronics,West,125,84,91,114.26,5,Sunny,135.63,Winter,108
2022-01-22,S004,P0013,Groceries,West,436,113,0,24.96,10,Sunny,23.32,Winter,183
2022-01-22,S004,P0014,Furniture,West,63,63,0,169.37,5,Sunny,163.37,Winter,77
2022-01-22,S004,P0015,Furniture,West,153,110,398,93.64,20,Sunny,99.46,Winter,132
2022-01-22,S004,P0016,Furniture,West,29,29,0,109.36,15,Sunny,128.24,Winter,100
2022-01-22,S004,P0017,Clothing,West,236,195,173,116.09,10,Sunny,112.72,Winter,173
2022-01-22,S004,P0018,Furniture,West,118,29,0,138.43,10,Sunny,119.98,Winter,48
2022-01-22,S004,P0019,Clothing,West,107,37,50,41.25,20,Sunny,38.32,Winter,40
2022-01-22,S004,P0020,Furniture,West,264,104,0,131.26,10,Sunny,147.46,Winter,106
2022-01-22,S005,P0001,Groceries,North,287,88,0,11.69,5,Sunny,10.97,Winter,90
2022-01-22,S005,P0002,Electronics,North,493,90,0,38.4,20,Sunny,46.43,Winter,142
2022-01-22,S005,P0003,Toys,North,173,135,154,33.85,10,Sunny,28.81,Winter,149
2022-01-22,S005,P0004,Groceries,North,121,121,140,8.87,10,Sunny,8.72,Winter,163
2022-01-22,S005,P0005,Groceries,North,336,94,0,13.04,20,Sunny,14.06,Winter,97
2022-01-22,S005,P0006,Groceries,North,425,75,0,50.86,10,Sunny,56.02,Winter,83
2022-01-22,S005,P0007,Groceries,North,151,66,0,73.95,5,Sunny,67.77,Winter,68
2022-01-22,S005,P0008,Groceries,North,222,101,0,67.73,0,Sunny,72.08,Winter,122
2022-01-22,S005,P0009,Groceries,North,481,74,0,75.82,10,Sunny,88.68,Winter,61
2022-01-22,S005,P0010,Groceries,North,266,112,0,66.14,15,Sunny,59.55,Winter,170
2022-01-22,S005,P0011,Electronics,North,400,95,407,72.67,10,Sunny,77.26,Winter,96
2022-01-22,S005,P0012,Furniture,North,422,53,338,126.16,5,Sunny,152.35,Winter,82
2022-01-22,S005,P0013,Groceries,North,210,122,0,69.94,15,Sunny,81.4,Winter,130
2022-01-22,S005,P0014,Furniture,North,251,118,0,182.05,10,Sunny,218.44,Winter,136
2022-01-22,S005,P0015,Groceries,North,425,220,389,61.48,15,Sunny,60.55,Winter,210
2022-01-22,S005,P0016,Toys,North,260,127,0,34.21,20,Sunny,30.74,Winter,143
2022-01-22,S005,P0017,Toys,North,216,140,0,45.86,0,Sunny,42.41,Winter,142
2022-01-22,S005,P0018,Clothing,North,230,111,0,23.79,0,Sunny,27.66,Winter,123
2022-01-22,S005,P0019,Furniture,North,0,0,0,120.11,20,Sunny,140.09,Winter,96
2022-01-22,S005,P0020,Toys,North,139,108,186,34.08,15,Sunny,32.2,Winter,164
2022-01-23,S001,P0001,Electronics,North,109,109,276,70.74,15,Snowy,65.08,Winter,126
2022-01-23,S001,P0002,Clothing,North,193,149,123,65.74,10,Snowy,78.22,Winter,131
2022-01-23,S001,P0003,Clothing,North,719,151,0,69.49,0,Snowy,79.29,Winter,174
2022-01-23,S001,P0004,Electronics,North,172,58,0,95.11,0,Snowy,104.24,Winter,59
2022-01-23,S001,P0005,Groceries,North,256,57,0,47.15,10,Snowy,56.28,Winter,63
2022-01-23,S001,P0006,Toys,North,437,139,475,47.11,10,Snowy,46.17,Winter,158
2022-01-23,S001,P0007,Groceries,North,122,90,0,25.48,10,Snowy,25.22,Winter,123
2022-01-23,S001,P0008,Electronics,North,156,88,0,46.34,0,Snowy,52.99,Winter,105
2022-01-23,S001,P0009,Clothing,North,103,63,54,78.01,5,Snowy,68.27,Winter,58
2022-01-23,S001,P0010,Furniture,North,598,60,0,126.11,10,Snowy,125.78,Winter,85
2022-01-23,S001,P0011,Furniture,North,189,6,0,123.17,5,Snowy,108.28,Winter,7
2022-01-23,S001,P0012,Groceries,North,409,125,0,90.17,0,Snowy,104.27,Winter,125
2022-01-23,S001,P0013,Toys,North,134,35,0,27.66,10,Snowy,24.82,Winter,59
2022-01-23,S001,P0014,Groceries,North,760,149,0,85.37,5,Snowy,101.46,Winter,169
2022-01-23,S001,P0015,Toys,North,128,59,99,14.46,10,Snowy,17.23,Winter,95
2022-01-23,S001,P0016,Groceries,North,0,0,0,34.86,5,Snowy,36.88,Winter,81
2022-01-23,S001,P0017,Toys,North,67,67,104,17.71,20,Snowy,19.53,Winter,87
2022-01-23,S001,P0018,Groceries,North,128,71,96,51.41,20,Snowy,60.2,Winter,115
2022-01-23,S001,P0019,Furniture,North,107,53,56,103.47,10,Snowy,97.94,Winter,66
2022-01-23,S001,P0020,Furniture,North,556,44,0,105.88,0,Snowy,120.76,Winter,43
2022-01-23,S002,P0001,Groceries,South,97,97,685,82.73,25,Cloudy,99.08,Winter,207
2022-01-23,S002,P0002,Toys,South,197,66,0,30.15,10,Cloudy,29.74,Winter,83
2022-01-23,S002,P0003,Groceries,South,214,93,0,98.47,0,Cloudy,95.11,Winter,145
2022-01-23,S002,P0004,Groceries,South,646,154,0,52.06,0,Cloudy,46.72,Winter,150
2022-01-23,S002,P0005,Electronics,South,383,12,0,70.17,0,Cloudy,68.23,Winter,11
2022-01-23,S002,P0006,Clothing,South,87,83,100,56.51,15,Cloudy,59.66,Winter,99
2022-01-23,S002,P0007,Toys,South,370,126,319,27.82,10,Cloudy,29.54,Winter,120
2022-01-23,S002,P0008,Groceries,South,159,113,114,28.47,0,Cloudy,34.46,Winter,129
2022-01-23,S002,P0009,Groceries,South,199,55,142,56.08,5,Cloudy,55.9,Winter,68
2022-01-23,S002,P0010,Groceries,South,157,157,177,91.4,25,Cloudy,81.2,Winter,190
2022-01-23,S002,P0011,Groceries,South,568,137,0,99.09,5,Cloudy,111.87,Winter,127
2022-01-23,S002,P0012,Electronics,South,337,86,0,69.37,10,Cloudy,73.53,Winter,131
2022-01-23,S002,P0013,Groceries,South,23,23,0,25.94,0,Cloudy,29.33,Winter,149
2022-01-23,S002,P0014,Electronics,South,936,81,0,130.99,0,Cloudy,121.95,Winter,94
2022-01-23,S002,P0015,Clothing,South,167,167,703,84.07,15,Cloudy,77.58,Winter,206
2022-01-23,S002,P0016,Clothing,South,287,67,0,82.64,10,Cloudy,93.42,Winter,106
2022-01-23,S002,P0017,Toys,South,565,111,0,15.76,25,Cloudy,18.91,Winter,96
2022-01-23,S002,P0018,Clothing,South,110,72,84,22.39,20,Cloudy,20.34,Winter,82
2022-01-23,S002,P0019,Clothing,South,322,71,0,72.71,10,Cloudy,87.72,Winter,72
2022-01-23,S002,P0020,Furniture,South,127,63,0,125.0,5,Cloudy,120.63,Winter,64
2022-01-23,S003,P0001,Toys,East,202,84,156,12.01,25,Cloudy,13.19,Winter,81
2022-01-23,S003,P0002,Groceries,East,788,56,0,48.72,10,Cloudy,44.61,Winter,72
2022-01-23,S003,P0003,Electronics,East,204,81,0,82.32,10,Cloudy,73.35,Winter,86
2022-01-23,S003,P0004,Groceries,East,449,54,0,17.89,10,Cloudy,20.82,Winter,56
2022-01-23,S003,P0005,Toys,East,58,58,0,23.82,0,Cloudy,21.58,Winter,94
2022-01-23,S003,P0006,Toys,East,139,76,127,37.59,10,Cloudy,40.43,Winter,114
2022-01-23,S003,P0007,Groceries,East,581,153,0,17.93,15,Cloudy,16.58,Winter,168
2022-01-23,S003,P0008,Clothing,East,143,25,0,82.25,10,Cloudy,93.24,Winter,32
2022-01-23,S003,P0009,Groceries,East,79,38,51,46.97,0,Cloudy,56.39,Winter,57
2022-01-23,S003,P0010,Groceries,East,156,122,179,45.09,15,Cloudy,43.95,Winter,185
2022-01-23,S003,P0011,Electronics,East,80,56,0,128.27,0,Cloudy,112.88,Winter,91
2022-01-23,S003,P0012,Furniture,East,143,61,0,103.75,0,Cloudy,123.08,Winter,89
2022-01-23,S003,P0013,Groceries,East,363,107,639,77.4,5,Cloudy,91.14,Winter,134
2022-01-23,S003,P0014,Groceries,East,661,102,0,121.87,0,Cloudy,108.02,Winter,164
2022-01-23,S003,P0015,Groceries,East,787,114,0,101.13,15,Cloudy,88.13,Winter,144
2022-01-23,S003,P0016,Electronics,East,435,38,0,85.85,0,Cloudy,100.48,Winter,52
2022-01-23,S003,P0017,Furniture,East,311,33,0,97.33,10,Cloudy,115.9,Winter,44
2022-01-23,S003,P0018,Furniture,East,647,83,0,116.49,20,Cloudy,106.68,Winter,82
2022-01-23,S003,P0019,Groceries,East,192,87,0,54.53,10,Cloudy,54.4,Winter,111
2022-01-23,S003,P0020,Clothing,East,679,147,664,91.31,5,Cloudy,78.45,Winter,164
2022-01-23,S004,P0001,Groceries,West,453,160,629,11.74,20,Sunny,11.71,Winter,175
2022-01-23,S004,P0002,Groceries,West,129,129,380,26.09,5,Sunny,29.43,Winter,205
2022-01-23,S004,P0003,Furniture,West,195,79,0,135.9,10,Sunny,150.59,Winter,97
2022-01-23,S004,P0004,Groceries,West,412,135,427,58.52,10,Sunny,69.17,Winter,162
2022-01-23,S004,P0005,Clothing,West,228,89,0,71.95,5,Sunny,84.0,Winter,107
2022-01-23,S004,P0006,Groceries,West,527,123,0,35.46,15,Sunny,40.83,Winter,141
2022-01-23,S004,P0007,Groceries,West,383,110,0,25.02,15,Sunny,30.03,Winter,105
2022-01-23,S004,P0008,Furniture,West,68,68,125,100.61,10,Sunny,121.55,Winter,112
2022-01-23,S004,P0009,Clothing,West,310,85,255,120.55,0,Sunny,119.51,Winter,93
2022-01-23,S004,P0010,Groceries,West,491,128,785,27.13,15,Sunny,32.53,Winter,168
2022-01-23,S004,P0011,Clothing,West,875,77,0,53.62,10,Sunny,59.71,Winter,95
2022-01-23,S004,P0012,Electronics,West,132,67,82,115.45,5,Sunny,102.99,Winter,96
2022-01-23,S004,P0013,Groceries,West,984,163,0,26.34,5,Sunny,28.59,Winter,204
2022-01-23,S004,P0014,Furniture,West,200,78,175,171.22,0,Sunny,183.36,Winter,80
2022-01-23,S004,P0015,Furniture,West,264,117,0,94.21,20,Sunny,87.21,Winter,117
2022-01-23,S004,P0016,Furniture,West,385,30,0,89.02,10,Sunny,98.78,Winter,29
2022-01-23,S004,P0017,Clothing,West,214,185,139,108.57,10,Sunny,129.55,Winter,167
2022-01-23,S004,P0018,Furniture,West,89,89,107,135.78,25,Sunny,143.45,Winter,108
2022-01-23,S004,P0019,Clothing,West,120,120,124,68.69,0,Sunny,74.26,Winter,139
2022-01-23,S004,P0020,Furniture,West,160,49,132,131.44,0,Sunny,147.55,Winter,75
2022-01-23,S005,P0001,Groceries,North,199,49,0,8.15,25,Snowy,7.77,Winter,55
2022-01-23,S005,P0002,Electronics,North,403,91,0,35.78,10,Snowy,42.69,Winter,82
2022-01-23,S005,P0003,Toys,North,192,46,0,24.9,5,Snowy,23.36,Winter,42
2022-01-23,S005,P0004,Groceries,North,140,28,0,5.89,10,Snowy,5.72,Winter,40
2022-01-23,S005,P0005,Groceries,North,242,115,194,16.43,0,Snowy,17.56,Winter,100
2022-01-23,S005,P0006,Groceries,North,1054,54,0,42.62,25,Snowy,51.51,Winter,84
2022-01-23,S005,P0007,Groceries,North,360,208,540,106.83,10,Snowy,114.52,Winter,233
2022-01-23,S005,P0008,Groceries,North,121,88,112,70.42,0,Snowy,61.99,Winter,118
2022-01-23,S005,P0009,Groceries,North,407,31,0,83.26,0,Snowy,82.2,Winter,45
2022-01-23,S005,P0010,Groceries,North,645,126,0,50.99,25,Snowy,56.92,Winter,140
2022-01-23,S005,P0011,Electronics,North,305,69,0,73.57,0,Snowy,77.59,Winter,69
2022-01-23,S005,P0012,Furniture,North,369,74,0,125.85,5,Snowy,143.47,Winter,81
2022-01-23,S005,P0013,Groceries,North,88,76,0,67.04,0,Snowy,75.8,Winter,68
2022-01-23,S005,P0014,Furniture,North,133,42,0,160.64,0,Snowy,173.41,Winter,66
2022-01-23,S005,P0015,Groceries,North,205,157,0,44.63,20,Snowy,52.62,Winter,132
2022-01-23,S005,P0016,Toys,North,133,115,0,36.89,5,Snowy,32.07,Winter,111
2022-01-23,S005,P0017,Toys,North,76,75,101,36.79,10,Snowy,32.18,Winter,104
2022-01-23,S005,P0018,Clothing,North,119,58,0,14.84,25,Snowy,14.55,Winter,54
2022-01-23,S005,P0019,Furniture,North,282,109,0,141.76,5,Snowy,157.2,Winter,94
2022-01-23,S005,P0020,Toys,North,217,47,0,25.64,0,Snowy,28.54,Winter,44
2022-01-24,S001,P0001,Electronics,North,181,29,0,46.98,25,Snowy,45.06,Winter,44
2022-01-24,S001,P0002,Clothing,North,167,109,123,59.35,20,Snowy,69.35,Winter,136
2022-01-24,S001,P0003,Clothing,North,568,77,0,52.76,0,Snowy,57.23,Winter,83
2022-01-24,S001,P0004,Electronics,North,114,53,149,93.74,15,Snowy,82.35,Winter,86
2022-01-24,S001,P0005,Groceries,North,199,114,0,64.44,5,Snowy,59.17,Winter,124
2022-01-24,S001,P0006,Toys,North,298,52,0,38.24,5,Snowy,38.12,Winter,74
2022-01-24,S001,P0007,Groceries,North,32,32,0,20.68,10,Snowy,18.67,Winter,61
2022-01-24,S001,P0008,Electronics,North,68,51,62,38.56,10,Snowy,37.26,Winter,67
2022-01-24,S001,P0009,Clothing,North,94,94,131,92.95,10,Snowy,92.65,Winter,125
2022-01-24,S001,P0010,Furniture,North,538,47,0,124.28,0,Snowy,114.25,Winter,52
2022-01-24,S001,P0011,Furniture,North,183,77,185,149.4,10,Snowy,160.85,Winter,81
2022-01-24,S001,P0012,Groceries,North,284,97,269,94.92,5,Snowy,82.79,Winter,142
2022-01-24,S001,P0013,Toys,North,99,62,64,31.34,5,Snowy,26.93,Winter,78
2022-01-24,S001,P0014,Groceries,North,611,128,475,74.36,20,Snowy,81.27,Winter,182
2022-01-24,S001,P0015,Toys,North,168,103,95,15.03,10,Snowy,17.14,Winter,107
2022-01-24,S001,P0016,Groceries,North,248,69,0,36.2,10,Snowy,32.66,Winter,93
2022-01-24,S001,P0017,Toys,North,104,47,75,19.06,15,Snowy,18.32,Winter,76
2022-01-24,S001,P0018,Groceries,North,153,93,89,54.98,10,Snowy,65.44,Winter,100
2022-01-24,S001,P0019,Furniture,North,110,82,109,117.74,10,Snowy,115.54,Winter,103
2022-01-24,S001,P0020,Furniture,North,512,79,0,106.17,15,Snowy,114.46,Winter,88
2022-01-24,S002,P0001,Groceries,South,308,133,0,81.26,15,Cloudy,86.53,Winter,152
2022-01-24,S002,P0002,Toys,South,454,122,0,32.96,15,Cloudy,37.28,Winter,146
2022-01-24,S002,P0003,Groceries,South,121,121,507,93.48,5,Cloudy,104.81,Winter,163
2022-01-24,S002,P0004,Groceries,South,492,65,0,35.43,10,Cloudy,34.01,Winter,64
2022-01-24,S002,P0005,Electronics,South,371,13,0,68.37,0,Cloudy,80.93,Winter,17
2022-01-24,S002,P0006,Clothing,South,104,94,98,66.56,5,Cloudy,72.79,Winter,116
2022-01-24,S002,P0007,Toys,South,244,113,0,28.87,5,Cloudy,34.67,Winter,115
2022-01-24,S002,P0008,Groceries,South,160,69,0,24.25,5,Cloudy,28.76,Winter,95
2022-01-24,S002,P0009,Groceries,South,144,87,217,50.06,25,Cloudy,49.09,Winter,103
2022-01-24,S002,P0010,Groceries,South,177,147,131,106.17,0,Cloudy,99.76,Winter,139
2022-01-24,S002,P0011,Groceries,South,431,214,588,107.57,15,Cloudy,123.58,Winter,197
2022-01-24,S002,P0012,Electronics,South,251,105,0,69.92,0,Cloudy,79.98,Winter,100
2022-01-24,S002,P0013,Groceries,South,782,179,0,26.53,5,Cloudy,28.24,Winter,176
2022-01-24,S002,P0014,Electronics,South,855,175,0,138.36,10,Cloudy,164.22,Winter,165
